gares,UIC,2015,2016,2017,2018,latitude,longitude
AGEN,87586008,1478938,142702619378,1493068,1386499,44.208311,0.6209319999999999
VANVES MALAKOFF,87391532,1391613,138258198941,1366653,1374446,48.8181959,2.2920987999999998
SENS,87683003,1505422,144997474736,1483784,1373396,48.197856,3.267833
EVREUX NORMANDIE,87387001,1424346,138489232104,1453288,1361615,49.018747999999995,1.149629
SAINT QUENTIN,87296004,1449102,141480227905,1456884,1353523,49.840048200000005,3.2970089
BELLEVUE,87393116,1363371,137316365526,1375782,1346821,48.8190033,2.2296742999999997
MENNECY,87681411,1194181,125517579285,1313650,1346316,48.570907500000004,2.4331650000000002
LISIEUX,87444265,1417690,138244980784,1443522,1338043,49.138298999999996,0.231143
LYCEE HENRI SELLIER,87988717,1288152,131443144784,1334257,1326322,48.91646,2.51504
TROYES,87118000,1372489,132784393401,1402309,1325089,48.296069,4.065281
CHARLEVILLE MEZIERES,87172007,1545897,144301052158,1444131,1301109,49.767915,4.724952
PIERRELAYE,87276097,1216080,125851306293,1276008,1297909,49.01955,2.15371
LES SAULES,87546226,1416849,142737239245,1318722,1296177,48.7454924,2.417366
SAINT NOM LA BRETECHE FORET DE MARLY,87382481,1378848,138947804,1350710,1283834,48.8677671,2.0509372
NANGIS,87116095,979933,108175598265,1188722,1278047,48.561336,3.012619
HAGONDANGE,87191114,1442705,138161129135,1341267,1267737,49.25356,6.16448
EPINAL,87144006,1429632,135185617386,1381686,1267087,48.178005,6.441787000000001
SAINT RAPHAEL VALESCURE,87757526,1525346,145728537576,1520480,1258954,43.423559999999995,6.769083
BELFORT,87184002,1449299,132452077034,1432741,1258503,47.633284,6.853956
SETE,87773200,1311831,136370712047,1416411,1233488,43.412485,3.69656
PONT A MOUSSON,87141820,1224280,117174422551,1214638,1229133,48.90058,6.050841999999999
AVENUE FOCH,87381038,1179865,122060970896,1211248,1222034,48.870971000000004,2.2756167
MONTEREAU,87682302,1169669,11868283837,1255791,1220944,48.379934000000006,2.942972
CHAMPAGNE ARDENNE TGV,87171926,1147157,112513030521,1236603,1211919,49.214806,3.994632
MONTAUBAN VILLE BOURBON,87611244,1401464,138231476696,1434746,1209352,44.014387,1.341496
VIROFLAY RIVE DROITE,87382887,1440023,135001552,1281488,1191301,48.8056695,2.1683208
QUIMPER,87474098,1147732,110075258114,1187455,1189089,47.994455,-4.092103
BAILLEUL,87286179,1194529,119482263617,1247895,1180319,50.72916,2.73445
NEMOURS SAINT PIERRE,87684126,1237961,121858197884,1216071,1173364,48.267884,2.685754
AUBAGNE,87751750,933784,105246207324,1214671,1168800,43.296045,5.56658
MEUDON,87393108,1282933,125944937925,1228883,1163411,48.8147527,2.2410999
FREINVILLE SEVRAN,87113894,1144456,11582015673,1170200,1159864,48.926637,2.5190189999999997
CLERMONT DE L'OISE,87313304,1169331,116259519066,1225192,1158716,49.38531,2.41767
ANCENIS,87481192,1076664,11155637793,1203715,1157751,47.369334,-1.177763
ORCHIES,87286583,1165755,114028888232,1195487,1154080,50.47705,3.2488799999999998
SAINT AGNE,87611301,1422512,135539723797,1383599,1147507,43.579674,1.450209
ARCACHON,87582668,1006452,99119672696,1137993,1134798,44.659009000000005,-1.16523
YVETOT,87413385,1168746,113654257236,1150146,1128661,49.622035,0.750115
LUNEVILLE,87141150,1154733,109695779361,1148092,1123412,48.588233,6.497269999999999
CALAIS VILLE,87317263,1343647,124914929695,1227921,1118979,50.953481,1.8508189999999998
SAINT OMER,87281444,1114693,106115001898,1142144,1082127,50.753620399999996,2.2667624
DAX,87673202,1121643,109253091586,1163250,1080759,43.720471999999994,-1.050301
BOUFFEMONT MOISSELLES,87276485,970427,101317289708,1036366,1078777,49.04514,2.32272
LYON JEAN MACE,87282624,738648,793400804317,969865,1071943,45.74495,4.8413900000000005
BIGANOS FACTURE,87582478,987477,964922362355,1080592,1067421,44.637384000000004,-0.96621
ROANNE,87726802,1207929,118771946327,1251317,1065179,46.039383,4.063207
SAINT NAZAIRE,87481705,1129524,11031969074,1158481,1063809,47.286412,-2.211096
EPONE MEZIERES,87386763,1350373,129322735944,1182972,1063555,48.9631225,1.8085932
LA VERPILLIERE,87723395,937806,919034695225,1040627,1062930,45.6276,5.150866000000001
BELLEVILLE SUR SAONE,87721357,1072268,103952153062,1085241,1062798,46.111917,4.729028
LES COQUETIERS,87113845,1050903,106287240742,1070910,1061623,48.89244,2.499415
LA ROCHE SUR YON,87486019,1132205,109301484517,1126164,1059245,46.67212,-1.4356209999999998
LA TOUR DU PIN,87723478,1025289,105915435714,1078152,1055591,45.560277,5.450092
BOURGES,87576207,1196322,110001943277,1143891,1054065,47.094145000000005,2.394255
CLISSON,87481440,965360,100060552722,1054163,1047319,47.086141999999995,-1.2861719999999999
MORET VENEUX LES SABLONS,87682278,1148231,111547482889,1096958,1041975,48.37838,2.79941
RIOM CHATEL GUYON,87734053,1097593,106335836348,1130845,1039338,45.889965000000004,3.120498
PESSAC,87581751,931699,87748548077,984737,1037838,44.80461,-0.63185
PLAISIR LES CLAYES,87393629,1230622,118999991364,1145440,1031961,48.8304565,1.9600537
CHILLY MAZARIN,87393637,1007780,103126709566,1033197,1028259,48.700441299999994,2.3081837000000003
NEVERS,87696005,1094729,103945248022,1100460,1023305,46.987282,3.150743
ERMONT HALTE,87276584,915431,941014078614,959969,1022305,48.9898,2.26323
MONTELIMAR,87764001,1188760,112744534461,1154902,1014367,44.559079,4.7447919999999995
MERU,87313668,1004713,107180604039,1121708,1006113,49.23233,2.13254
BELFORT MONTBELIARD TGV,87300822,991608,101325540079,1084539,1004942,47.585937,6.8976869999999995
CHAVILLE RIVE GAUCHE,87393207,1144505,107118588447,998248,1000355,48.8047497,2.1882472
LE PEAGE DE ROUSSILLON,87722678,990606,982502142162,1047008,999360,45.371796999999994,4.795401999999999
VIERZON,87576009,1107242,107065244006,1081849,992655,47.226496999999995,2.059822
DOLE,87713412,1003796,101223694723,1070036,991069,47.096084000000005,5.488105
LOUVECIENNES,87382457,960243,96564104,987367,989511,48.86103610000001,2.1230176
GIVORS,87722405,1022142,101698601288,1104102,988341,45.584948,4.7660860000000005
GISORS,87381244,1198653,117902938497,1207604,987890,49.28512,1.78455
AURAY,87476200,988235,998220777213,1037396,982728,47.68022,-2.999995
EVRY,87681361,1045105,103192163642,1018150,982649,48.63442,2.45209
BOULOGNE,87317586,1151770,107273433291,1072222,980670,50.7157,1.60964
VALMONDOIS,87276535,877139,876494607735,942389,976799,49.09182,2.20238
PONT SAINTE MAXENCE,87276329,1045065,102789441408,1052981,974670,49.309740000000005,2.60289
LORRAINE TGV,87142109,1078899,102783166667,1138795,972539,48.947773,6.1698379999999995
LIBERCOURT,87345256,981243,95540488351,981178,964264,50.48025,3.00867
AIX EN PROVENCE,87751404,1264519,124761743167,1382849,961434,43.522912,5.445345
PERIGUEUX,87595009,1128336,108610688865,1118480,959698,45.187408000000005,0.707879
BEAUNE,87713545,1068638,992018812386,1073924,958452,47.023053000000004,4.848379
ARMENTIERES,87286146,1014340,102104364623,1033285,952158,50.68084,2.87763
BRIVE LA GAILLARDE,87594002,1113072,10457256046,1080750,948604,45.152618,1.5286549999999999
VITRE,87471508,887488,897955243422,940709,945092,48.122671000000004,-1.211754
STAINS LA CERISAIE,87697334,0,0,954868,933122,48.9548,2.39209
BAYONNE,87673004,942793,899855121975,1012545,931467,43.496801,-1.470306
LES ARCS DRAGUIGNAN,87755447,994419,100416110097,1089376,930626,43.455524,6.4824980000000005
LES YVRIS NOISY LE GRAND,87113803,894924,91220256,931419,930100,48.823182,2.579828
BOUGIVAL,87382440,822420,85184686,898745,929052,48.8542135,2.1323749
COULOMMIERS,87116301,997635,980762975267,960713,921518,48.808006,3.08225
TOURCOING,87286542,211786,105077036151,1310236,914508,50.71683,3.16804
CARCASSONNE,87615286,1011434,103527667316,1110910,912037,43.218029,2.351824
L'ARBRESLE,87721431,919562,911712043335,975753,911819,45.833299,4.6183190000000005
ARLES,87753657,969716,95388796821,1007160,910613,43.684853000000004,4.63203
CHATEAUROUX,87597005,981109,938803624117,984930,910567,46.809737,1.6995360000000002
PORCHEFONTAINE,87393165,985792,984012948514,933001,909945,48.7969381,2.1540156
SAINT AMAND LES EAUX,87343103,849569,85780781807,927513,908229,50.44331,3.41952
PAU,87672006,1007888,95012191203,1038108,906347,43.291762,-0.369626
CALAIS FRETHUN,87281071,877666,889826362535,935534,904645,50.901221,1.810891
REDON,87471300,1014871,102138656217,1003076,903885,47.652004,-2.08777
MANTES LA VILLE,87381590,930645,92233224,925460,902438,48.98366,1.7158099999999998
L'ISLE ADAM PARMAIN,87276527,842245,860702515196,892500,901306,49.11482,2.2097599999999997
CHALONS EN CHAMPAGNE,87174003,1050907,995250450255,1032374,897293,48.955252,4.348656
GRETZ ARMAINVILLIERS,87116012,928345,93875848,925033,893552,48.74544,2.7288240000000004
ABBEVILLE,87317362,948013,908851441922,937872,887907,50.10221,1.8244900000000002
VILLIERS NEAUPHLE PONTCHARTRAIN,87393884,794325,837238465308,877896,885357,48.81550666129636,1.876934489891097
SAINT LAURENT DU VAR,87756346,727159,720728944829,909624,878414,43.662451000000004,7.194413000000001
EPERNAY,87171553,974950,920745806552,965577,878409,49.046289,3.959798
HOUDAN,87393462,1010545,974187566402,929415,878035,48.7958005,1.6027371000000001
LANGON,87582775,801550,784828060855,848212,876674,44.555448,-0.25554
ERAGNY NEUVILLE,87381418,747862,75513316,761438,873576,49.018240000000006,2.09104
LA FRETTE MONTIGNY,87381871,886969,88891816,875149,870400,48.98035,2.18019
LE CREUSOT MONTCEAU LES MINES MONTCHANIN TGV,87694109,937836,904245,915827,860926,46.765343,4.499512999999999
SARREBOURG,87215012,901736,89504703705,910609,859174,48.73808,7.05285
BOIS LE ROI,87682203,915758,897509235005,888325,852249,48.475567,2.691606
MEXIMIEUX PEROUGES,87723585,849722,844249659822,892663,851864,45.901615,5.193534
DAMMARTIN JUILLY SAINT MARD,87271536,693735,75715947517,825147,851079,49.03219,2.69887
MOULINS SUR ALLIER,87696328,943936,885777932058,932842,846843,46.561346,3.3388419999999996
LAON,87296012,1011526,976569161592,966228,846464,49.570609999999995,3.6244300000000003
MOULIN GALANT,87681403,849126,856238668585,859057,845375,48.586259999999996,2.47332
TEMPLEUVE,87286625,705554,729358575365,813044,844721,50.52863,3.17559
JUAN LES PINS,87757666,800762,74987317166,910332,843212,43.570896000000005,7.111439999999999
L'ABBAYE,87113886,865256,863405017869,859485,839658,48.922211,2.516874
JOUY EN JOSAS,87393512,846383,862186490189,844660,837760,48.7650042,2.1635294
AVENUE HENRI MARTIN,87381046,41271,404653381183,874140,836634,48.86440770000001,2.272238
TROUVILLE DEAUVILLE,87444372,953191,918581963107,969779,832567,49.360005,0.08416699999999999
MOIRANS,87747329,939962,90341279424,932855,829115,45.322185,5.581915
RIVE DE GIER,87726331,823377,823093940507,866167,823256,45.524324,4.606648000000001
LES ESSARTS LE ROI,87393280,887355,865858920664,838333,820436,48.721717100000006,1.8904047
PROVINS,87116160,708317,750247776795,792145,819366,48.55577,3.302822
NANTEUIL SAACY,87116558,727008,769784066724,808408,810603,48.97380820000001,3.2200172
DOURDAN,87545525,810202,821982489101,820389,810342,48.533466,2.009643
MURET,87611038,1191508,105525046323,1021781,809327,43.464824,1.324449
SAUMUR,87487603,882373,86535286157,881819,809244,47.269,-0.07136
LYON GORGE DE LOUP,87721175,649637,709583587223,837181,808011,45.766078,4.804631
PONTCHARRA SUR BREDA,87747493,735110,755264188412,811218,806967,45.434151,6.007917
GUINGAMP,87473207,739720,72751747603,794449,795654,48.555659000000006,-3.143343
OBERNAI,87214288,810566,799710265597,829757,789718,48.46219,7.488810000000001
LUNEL,87773408,966603,974091683665,992764,786366,43.679392,4.131086
CAMBRAI,87345520,835261,822387998927,859598,784322,50.17662,3.24118
CHAMBLY,87276725,813319,879434974657,895273,778674,49.16362,2.24048
SAINT CHAMOND,87726307,842310,78654687695,849320,775931,45.472570000000005,4.51695
RUNGIS LA FRATERNELLE,87546291,795898,78495723127,808269,774587,48.740320000000004,2.35298
GRENOBLE UNIVERSITES GIERES,87747402,758231,748799744145,837144,772998,45.184877,5.78474
ANNEMASSE,87745497,977439,95887384092,992382,772613,46.199222,6.23652
MIRAMAS,87753004,796076,782305137038,833476,772436,43.580704,5.000264
LE PLESSIS BELLEVILLE,87271551,609316,643581357575,778191,769534,49.095903299999996,2.7448072999999997
CHANTELOUP LES VIGNES,87381475,854716,82329008,810484,762259,48.97095,2.02771
BISCHWILLER,87213611,700033,676294601577,722573,747353,48.765753000000004,7.8516536
AULNOYE AYMERIES,87295600,756182,725763556842,767801,747296,50.19749,3.8433699999999997
AGDE,87781278,828146,825820929253,871364,735372,43.31728,3.4662029999999997
LE PERRAY,87393298,763314,759149897224,751976,733118,48.6933406,1.856057
BESANCON FRANCHE COMTE TGV,87300863,783470,776023681282,809837,729140,47.307361058531725,5.953195095062256
PONT DE RUNGIS AEROPORT D'ORLY,87546192,826653,794505762056,770494,723109,48.748163,2.372792
VITROLLES AEROPORT MARSEILLE PROVENCE,87439554,800001,814519822676,828581,713446,43.441734000000004,5.237122
CARNOLES,87756478,571866,684091733922,776823,712300,43.762029999999996,7.481389999999999
ETRECHY,87545145,765679,749509481788,746860,711780,48.493727,2.194323
LYON VAISE,87721001,712512,693020713882,787242,710861,45.779938,4.80396
SOISSONS,87271817,806502,76708925895,784421,710127,49.369198299999994,3.3381258999999996
LANDERNEAU,87474239,744689,73668047469,731244,708940,48.453571999999994,-4.256528
BESSANCOURT,87276642,631448,662561434464,700747,707523,49.035759999999996,2.2100400000000002
BRUMATH,87212134,615729,652868361062,707467,704768,48.733108200000004,7.7004016
LONGUEVILLE,87116137,688077,696850522557,704425,696199,48.513703,3.249822
AMBOISE,87574343,647856,64211373064,700521,695319,47.421479999999995,0.981299
VERNEUIL L'ETANG,87116079,621339,650351207807,680124,695312,48.644689,2.825006
SABLE SUR SARTHE,87396408,677921,683573084188,708439,694643,47.8415934,-0.3419359
RUMILLY,87746149,686768,69791669693,760787,689770,45.862989,5.947938
MORLAIX,87474338,678993,688424334925,725474,688755,48.57797,-3.8325139999999998
SOUPPES CHATEAU LANDON,87684217,654812,673011209291,684942,679077,48.181907,2.734971
LONGWY,87194001,633557,655028807447,706150,675593,49.51299229999999,5.7696358
MERY SUR OISE,87276667,626699,628216435619,648598,675032,49.05766,2.1907400000000004
ERSTEIN,87214148,610637,607337398752,656886,671466,48.422985700000005,7.6387869
BREUILLET VILLAGE,87545491,615957,636392616858,665433,670303,48.564776,2.171207
NOYON,87276782,728265,726472782968,743405,667764,49.57736,3.00641
SAVENAY,87481838,562043,59159727907,642753,656040,47.35859,-1.950957
MONTFORT L'AMAURY MERE,87393892,642322,647721742871,651249,647541,48.802240000000005,1.8153506999999998
HENIN BEAUMONT,87345157,620831,61179609837,656776,645763,50.41706,2.95211
ALLEE DE LA TOUR RENDEZ VOUS,87113878,690917,681158267449,668143,643913,48.897109,2.506475
BREAUTE BEUZEVILLE,87413344,621423,608266113553,645091,643702,49.603396000000004,0.41748900000000005
VAUCELLES,87276626,603046,608100128789,618343,640196,49.02193,2.22885
SAINT JUST EN CHAUSSEE,87313270,668230,669799266217,673646,639341,49.503640000000004,2.42949
SAINT CHERON,87545509,597738,622296813995,629270,638117,48.551188,2.125597
CHERBOURG,87444877,731228,683903051035,709030,637140,49.633505,-1.621515
LA NORVILLE SAINT GERMAIN LES ARPAJON,87545459,638947,651397186008,636395,631736,48.591617,2.267586
PONTHIERRY PRINGY,87682526,511417,553944657998,597224,631065,48.534933,2.5445900000000004
LA CIOTAT CEYRESTE,87751784,585343,607338657702,677416,630687,43.199593,5.632647
CENON,87581595,435511,469512151005,578015,628845,44.8563465,-0.5336486999999999
DIEPPE,87415018,642014,59899520522,631472,627539,49.921788,1.081133
BEAULIEU SUR MER,87756379,565969,576607190612,676721,627124,43.706651,7.331544999999999
BIARRITZ,87673400,527980,524310962155,626256,620280,43.459396999999996,-1.545915
BENFELD,87214122,560533,565432797817,608413,617992,48.3735367,7.584125
LIMAY,87381582,541977,544316277144,560323,616527,48.9841,1.74731
GAILLON AUBEVOYE,87415620,607880,621395352585,667689,615427,49.174626,1.3524610000000001
SAINT CLAIR LES ROCHES,87722652,538322,560057960435,625571,614019,45.450392,4.769707
BAYEUX,87444067,694749,662562983018,684415,612212,49.269836,-0.698056
SAINT ANDRE DE CUBZAC,87491241,408928,439731048752,550676,611870,44.991254999999995,-0.440479
MONTBELIARD,87184523,661564,619209265005,673070,605311,47.5105086,6.801376299999999
SAINT MARTIN D'ETAMPES,87545350,796296,798348600615,618898,604247,48.42747,2.1454009999999997
CHAUNY,87296616,583290,59752606746,645715,604047,49.61119,3.2235400000000003
VAL DE REUIL,87415877,619331,610082739447,660947,598414,49.275437,1.2241469999999999
MAUBEUGE,87295006,594047,539863583137,602076,597019,50.27298,3.96677
TARARE,87721472,634779,625388809302,666306,596417,45.889921,4.439208
SAINT MARCELLIN,87761718,598984,589709020607,667966,595825,45.150898,5.323649
CHOLET,87484303,690784,651787530882,676452,588766,47.065698,-0.869583
VILLENNES SUR SEINE,87386649,726991,68282968,639361,587413,48.9394602,1.9993185000000002
VILLARS LES DOMBES,87723759,586823,596284093855,617998,576681,46.004205999999996,5.028404
HETTANGE GRANDE,87191163,655236,689263734132,666183,574818,49.407675399999995,6.1566738
MONTMELIAN,87741181,588262,57252155724,615265,571999,45.503059,6.043289
HYERES,87755629,288782,496971961884,625047,568534,43.108867,6.124223000000001
MONTLUEL,87723569,609910,596850486012,613502,568175,45.847770000000004,5.057503
SAINTES,87491001,649829,60651563826,652310,567938,45.748740000000005,-0.6179
CHATELLERAULT,87575142,657243,632821814717,649052,567297,46.818594,0.549279
TERGNIER,87296442,529826,555327442145,613130,566747,49.6591862,3.2972491
TAIN L'HERMITAGE TOURNON,87761163,564523,550825036605,587975,561078,45.072183,4.839967
ALBERT,87313072,566521,569815519997,589341,559962,50.00546,2.64453
BERNAY,87444299,605322,581938201837,605195,559000,49.087102,0.595634
CLUSES,87746370,519960,524986353947,580075,556755,46.061446999999994,6.582663
LAMBALLE,87473108,519668,524259914753,550151,555668,48.46606,-2.511546
LONGUEAU,87313049,585274,558108833867,575110,549207,49.863440000000004,2.35215
MAURECOURT,87381483,563826,57573246,570796,542109,48.987120000000004,2.05963
MACON LOCHE TGV,87725705,533700,53193125,572743,539004,46.282884,4.778876
L'ETANG LA VILLE,87382473,496047,50390273742,526877,538988,48.86822,2.0766932000000002
LA BAULE ESCOUBLAC,87481754,502380,535098504255,571079,538183,47.28869,-2.389102
HENDAYE,87677005,665206,566808327303,601479,537546,43.353132,-1.781724
SAINT OUEN L'AUMONE QUARTIER DE L'EGLISE,87381426,488177,480297817142,478870,536598,49.039970000000004,2.1036900000000003
