UIC,gares,insee,dep,lat long,geo-2
87582882,Lamothe-Landerron,33221,33,44.5649970059,0.0609036335503
87584151,Lamothe-Montravel,24226,24,44.8527110182,0.0168000151032
87543140,Lamotte-Beuvron,41106,41,47.6034221188,2.02303729829
87721860,Lamure-sur-Azergues,69107,69,46.0530044769,4.50826811219
87286575,Landas,59330,59,50.4725642193,3.29443984009
87476226,Landaul,56096,56,47.7415062829,-3.09944536817
87473264,Landébia,22096,22,48.515180465,-2.33731210506
87474239,Landerneau,29103,29,48.4511077887,-4.26415288286
87476234,Landévant,56097,56,47.7716914091,-3.11333802696
87474270,Landivisiau,29105,29,48.5164028648,-4.06078626996
87295642,Landrecies,59331,59,50.1201600341,3.68888025234
87741777,Landry,73142,73,45.563817591,6.76215377454
87141093,Laneuveville-devant-Nancy,54300,54,48.6461423611,6.24140623252
87734319,Langeac,43112,43,45.0825181597,3.47808277052
87571828,Langeais,37123,37,47.3496464799,0.363005058384
87734350,Langogne,48080,48,44.7239311611,3.83378516656
87471201,Langon,35145,35,47.7337352536,-1.87183956305
87582775,Langon,33227,33,44.5372638643,-0.241258217492
87142091,Langres,52269,52,47.8590158794,5.33934819519
87478180,Languenan,22105,22,48.5114720982,-2.13320727363
87671123,Lannemezan,65258,65,43.1171024555,0.393467560147
87473223,Lannion,22113,22,48.7437204855,-3.46130210197
87712323,Lantenay,21339,21,47.3439203141,4.86552516398
87296012,Laon,2408,2,49.5678902097,3.62115295534
87641043,Lapeyrouse,63187,63,46.2317669644,2.87845978582
87763755,Laragne-Montéglin,5070,5,44.3341725165,5.81609031828
87594424,Larche,19107,19,45.1137413513,1.42067932805
87545160,Lardy,91330,91,48.5272150282,2.2709828491
87545178,Lardy,91330,91,48.5272150282,2.2709828491
87586412,Laroque-Timbaut,47138,47,44.2775229977,0.756507687457
87645135,Laroquebrou,15094,15,44.9740813641,2.19318861661
87575498,Lathus-Saint-Rémy,86120,86,46.3208427545,0.943775973118
87212464,Lauterbourg,67261,67,48.964217266,8.18720278732
87478404,Laval,53130,53,48.0611030657,-0.765731377147
87594796,Laval-de-Cère,46163,46,44.9444894548,1.93557376539
87597740,Lavaufranche,23104,23,46.3053864194,2.27215904392
87328021,Lavaur,81140,81,43.6896813608,1.79464857293
87615476,Lavaur,81140,81,43.6896813608,1.79464857293
87597781,Lavaveix-les-Mines,23105,23,46.0747120087,2.09361057274
87645473,Laveissière,15101,15,45.1034928566,2.78237210908
87381202,Lavilletertre,60356,60,49.1903850746,1.93444513594
87734707,Lavoûte-sur-Loire,43119,43,45.1201590679,3.90310114807
87271478,Le Blanc-Mesnil,93007,93,48.9394801676,2.46108622233
87271395,Le Bourget,93013,93,48.9362101336,2.4276119331
87697359,Le Bourget,93013,93,48.9362101336,2.4276119331
87781583,Le Bousquet-d'Orb,34038,34,43.7030974919,3.15153501301
87734228,Le Breuil-sur-Couze,63052,63,45.4669628367,3.26698873559
87595744,Le Bugue,24067,24,44.9263886669,0.925059378091
87595751,Le Buisson-de-Cadouin,24068,24,44.8204700787,0.890242145795
87775825,Le Cailar,30059,30,43.6583290154,4.24281486857
87755405,Le Cannet-des-Maures,83031,83,43.3737626186,6.37543060542
87295220,Le Cateau-Cambrésis,59136,59,50.0921855534,3.53908484104
87481168,Le Cellier,44028,44,47.3375150086,-1.36010670775
87734160,Le Cendre,63069,63,45.7180095706,3.1934106528
87726711,Le Chambon-Feugerolles,42044,42,45.3891834029,4.33204543164
87444562,Le Château-d'Almenêches,61101,61,48.6731268636,0.12997613357
87726828,Le Coteau,42071,42,46.0174275551,4.09092717227
87681627,Le Coudray-Montceaux,91179,91,48.5586031017,2.48752952259
87681635,Le Coudray-Montceaux,91179,91,48.5586031017,2.48752952259
87694000,Le Creusot,71153,71,46.806688431,4.426769557
87481788,Le Croisic,44049,44,47.2923405247,-2.52370271796
87592543,Le Dorat,87059,87,46.2051593181,1.06753183919
87611046,Le Fauga,31181,31,43.3991632112,1.29395399894
87478743,Le Genest-Saint-Isle,53103,53,48.1040804127,-0.895226724727
87747220,Le Grand-Lemps,38182,38,45.3948689501,5.41928081947
87775866,Le Grau-du-Roi,30133,30,43.5072920265,4.16639455089
87413013,Le Havre,76351,76,49.4983229984,0.140971840595
87413203,Le Havre,76351,76,49.4983229984,0.140971840595
87411256,Le Houlme,76366,76,49.5110789813,1.03553561301
87594382,Le Lardin-Saint-Lazare,24229,24,45.1362174229,1.23218125874
87684415,Le Malesherbois,45191,45,48.2775968428,2.35194291781
87396002,Le Mans,72181,72,47.9886754413,0.200120046574
87682179,Le Mée-sur-Seine,77285,77,48.5396359432,2.62951087797
87276733,Le Meux,60402,60,49.3675209442,2.74591366796
87444083,Le Molay-Littry,14370,14,49.2345049877,-0.889838634401
87481424,Le Pallet,44117,44,47.1443711177,-1.34524882648
87722678,Le Péage-de-Roussillon,38298,38,45.3685231756,4.78335649621
87393298,Le Perray-en-Yvelines,78486,78,48.6962383711,1.84338212623
87271551,Le Plessis-Belleville,60500,60,49.0987130382,2.75881637315
87597112,Le Pont-Chrétien-Chabenet,36161,36,46.6286027132,1.50105310691
87741470,Le Pont-de-Beauvoisin,38315,38,45.5317222886,5.6612738247
87747519,Le Pont-de-Claix,38317,38,45.1259192541,5.70176790608
87481762,Le Pouliguen,44135,44,47.2704277323,-2.43244303191
87734699,Le Puy-en-Velay,43157,43,45.0277903901,3.89560458117
87295857,Le Quesnoy,59481,59,50.2505842841,3.62402004054
87113472,Le Raincy,93062,93,48.8967721098,2.51955000098
87474213,Le Relecq-Kerhuon,29235,29,48.4032220332,-4.401241523
87645176,Le Rouget-Pers,15268,15,44.8838661005,2.23174257657
87645192,Le Rouget-Pers,15268,15,44.8838661005,2.23174257657
87784512,Le Soler,66195,66,42.6775448396,2.79501293441
87582601,Le Teich,33527,33,44.5780520593,-1.02417015367
87471342,Le Theil-de-Bretagne,35333,35,47.9178717302,-1.42184046926
87765453,Le Thor,84132,84,43.9282900215,4.99312254057
87317529,Le Tréport,76711,76,50.052865504,1.37239165471
87415620,Le Val d'Hazey,27022,27,49.1703081734,1.31526000664
87581389,Le Verdon-sur-Mer,33544,33,45.5447211186,-1.05915471433
87581397,Le Verdon-sur-Mer,33544,33,45.5447211186,-1.05915471433
87611350,Le Vernet,9331,9,43.1872276133,1.60329866295
87594564,Le Vignon-en-Quercy,46232,46,44.9894898877,1.60273354759
87345223,Leforest,62497,62,50.440134132,3.0584667
87721787,Légny,69111,69,45.9043211866,4.57492493601
87345025,Lens,62498,62,50.4376459281,2.82123709937
87566919,Lentilly,69112,69,45.8124695473,4.67037954455
87721555,Lentilly,69112,69,45.8124695473,4.67037954455
87741439,Lépin-le-Lac,73145,73,45.5360925542,5.79183954191
87175240,Lérouville,55288,55,48.7782179014,5.53572986209
87741496,Les Abrets en Dauphiné,38001,38,45.5337079124,5.58791575461
87486423,Les Achards,85152,85,46.5953438265,-1.65817332741
87755447,Les Arcs,83004,83,43.4510601762,6.4897050178
87300863,Les Auxons,25035,25,47.3010830552,5.95148774646
87611574,Les Cabannes,9070,9,42.7858589563,1.68684616997
87393413,Les Clayes-sous-Bois,78165,78,48.8187687458,1.98371262757
87584532,Les Églisottes-et-Chalaures,33154,33,45.0928457548,-0.033008362144
87393280,Les Essarts-le-Roi,78220,78,48.7162504937,1.89537768864
87595736,Les Eyzies,24172,24,44.9403249431,1.02265046718
87746727,Les Houches,74143,74,45.8970245391,6.80086051434
87746735,Les Houches,74143,74,45.8970245391,6.80086051434
87746743,Les Houches,74143,74,45.8970245391,6.80086051434
87746750,Les Houches,74143,74,45.8970245391,6.80086051434
87175711,Les Islettes,55253,55,49.1112757973,5.00822908756
87734178,Les Martres-de-Veyre,63214,63,45.686838233,3.19997999204
87481259,Les Moutiers-en-Retz,44106,44,47.0611425159,-1.98965543465
87386680,Les Mureaux,78440,78,48.9892947884,1.91391152998
87575118,Les Ormes,86183,86,46.9646687369,0.622272626844
87113852,Les Pavillons-sous-Bois,93057,93,48.908338324,2.50335708954
87113860,Les Pavillons-sous-Bois,93057,93,48.908338324,2.50335708954
87486449,Les Sables-d'Olonne,85194,85,46.5198082099,-1.76392920826
87783514,Les Salelles,48185,48,44.4849051237,3.27419315236
87147322,Les Trois-Domaines,55254,55,48.9705977918,5.28148495318
87545707,Les Villages Vovéens,28422,28,48.2715940379,1.59209908852
87581314,Lesparre-Médoc,33240,33,45.2816256386,-0.934820054239
87286849,Lesquin,59343,59,50.5895139943,3.11221541749
87611111,Lestelle-de-Saint-Martory,31296,31,43.1188616465,0.901996504065
87781088,Leucate,11202,11,42.8995795974,3.02594597368
87295790,Leval,59344,59,50.1806146052,3.83394006131
87381129,Levallois-Perret,92044,92,48.8951541502,2.28689755387
87287102,Lezennes,59346,59,50.6117900817,3.11762125996
87615112,Lézignan-Corbières,11203,11,43.2040589328,2.76203016185
87734442,Lezoux,63195,63,45.8291597244,3.38597448728
87381210,Liancourt-Saint-Pierre,60361,60,49.2327023241,1.90637783071
87172544,Liart,8254,8,49.761501759,4.34152289839
87345256,Libercourt,62907,62,50.4825722478,2.99996075287
87584052,Libourne,33243,33,44.9128809196,-0.234785951719
87718130,Liesle,25336,25,47.0664459151,5.81243780865
87345041,Liévin,62510,62,50.4243189895,2.77281587015
87575274,Ligugé,86133,86,46.5208007786,0.298075746241
87109306,Lille,59350,59,50.6318551475,3.04698654269
87223263,Lille,59350,59,50.6318551475,3.04698654269
87286005,Lille,59350,59,50.6318551475,3.04698654269
87286062,Lille,59350,59,50.6318551475,3.04698654269
87287128,Lille,59350,59,50.6318551475,3.04698654269
87287250,Lille,59350,59,50.6318551475,3.04698654269
87342238,Lillers,62516,62,50.5615416824,2.48256206537
87381582,Limay,78335,78,48.994502259,1.74007825413
87574335,Limeray,37131,37,47.4557984693,1.03167048981
87212274,Limersheim,67266,67,48.4535046354,7.63034618105
87595553,Limeyrat,24241,24,45.1654230602,0.977842826581
87592006,Limoges,87085,87,45.8544077472,1.24883042067
87592022,Limoges,87085,87,45.8544077472,1.24883042067
87598755,Limoux,11206,11,43.0499720201,2.23913400084
87615161,Limoux,11206,11,43.0499720201,2.23913400084
87214502,Lingolsheim,67267,67,48.5552939725,7.68175947883
87212266,Lipsheim,67268,67,48.4894719294,7.6560190686
87444265,Lisieux,14366,14,49.1470110442,0.238205166112
87444323,Lisieux,14366,14,49.1470110442,0.238205166112
87615310,Lisle-sur-Tarn,81145,81,43.89768258,1.78177486838
87447219,Lison,14367,14,49.2416386654,-1.05202715778
87141069,Liverdun,54318,54,48.7537127952,6.05242359056
87761247,Livron-sur-Drôme,26165,26,44.7874313417,4.83876800186
87113886,Livry-Gargan,93046,93,48.920003052,2.53562016966
87988717,Livry-Gargan,93046,93,48.920003052,2.53562016966
87682401,Livry-sur-Seine,77255,77,48.5051780696,2.68568166242
87116632,Lizy-sur-Ourcq,77257,77,49.0352622882,3.01911321191
87473561,Locarn,22128,22,48.3324273207,-3.40997109299
87571471,Loches,37132,37,47.1204212039,0.974023761604
87297523,Locquignol,59353,59,50.2031759521,3.73324016391
87487843,Loire-Authion,49307,49,47.4596966053,-0.371888059321
87487892,Loire-Authion,49307,49,47.4596966053,-0.371888059321
87484386,Loireauxence,44213,44,47.4392589443,-1.0276061927
87345231,Loison-sous-Lens,62523,62,50.4442903219,2.85858234001
87171728,Loivre,51329,51,49.3460786803,3.97487361534
87611053,Longages,31303,31,43.357317247,1.21465747837
87393611,Longjumeau,91345,91,48.6898119637,2.30290137104
87393645,Longjumeau,91345,91,48.6898119637,2.30290137104
87271775,Longpont,2438,2,49.2842114427,3.21984850281
87313122,Longpré-les-Corps-Saints,80488,80,50.0126129689,1.98312650203
87313817,Longroy,76394,76,49.9809671707,1.53509195421
87313049,Longueau,80489,80,49.8723934548,2.35746448462
87272195,Longueil-Annel,60368,60,49.4666981541,2.85354677365
87276303,Longueil-Sainte-Marie,60369,60,49.3396153583,2.71091949595
87116137,Longueville,77260,77,48.514332857,3.2380917669
87415141,Longueville-sur-Scie,76397,76,49.7955125207,1.10693453186
87194274,Longuyon,54322,54,49.4581810622,5.59173336461
87194001,Longwy,54323,54,49.5215239887,5.76603431263
87718239,Lons-le-Saunier,39300,39,46.6748188541,5.55775363147
87286112,Loos,59360,59,50.6088505364,3.02008803506
87345033,Loos-en-Gohelle,62528,62,50.4568145966,2.78570386803
87576157,Loreux,41118,41,47.4033750634,1.84310010479
87476002,Lorient,56121,56,47.7507155592,-3.37892098892
87761262,Loriol-sur-Drôme,26166,26,44.7499123358,4.80578382501
87473165,Louargat,22135,22,48.5611183361,-3.34090277737
87713735,Louhans,71263,71,46.6353332119,5.23790428158
87491290,Loulay,17211,17,46.0444456296,-0.513656002291
87343475,Lourches,59361,59,50.3114480742,3.35796047305
87671339,Lourdes,65286,65,43.1075982699,-0.0769861083972
87641050,Louroux-de-Bouble,3152,3,46.2294775713,2.97194017999
87382457,Louveciennes,78350,78,48.8592292309,2.11355177989
87478511,Louverné,53140,53,48.1258907093,-0.711945368845
87142109,Louvigny,57422,57,48.9605400664,6.18215630305
87276253,Louvres,95351,95,49.0422035722,2.50396383242
87295535,Louvroil,59365,59,50.2583981331,3.95421782031
87721423,Lozanne,69121,69,45.8529233035,4.68474946557
87597096,Luant,36101,36,46.7275034158,1.56312264676
87734368,Luc,48086,48,44.6364012396,3.86496542163
87761874,Luc-en-Diois,26167,26,44.6103951119,5.45862781207
87615773,Luc-la-Primaube,12133,12,44.3054441135,2.53671343325
87394015,Lucé,28218,28,48.4351364683,1.45292966811
87486258,Luçon,85128,85,46.4510681088,-1.1642524243
87581181,Ludon-Médoc,33256,33,44.9802924193,-0.5906439225
87141481,Ludres,54328,54,48.6206411204,6.17314089267
87172189,Lumes,8263,8,49.7350927295,4.7868989194
87781575,Lunas,34144,34,43.7088629114,3.20627101751
87773408,Lunel,34145,34,43.6821490125,4.13591787398
87773424,Lunel-Viel,34146,34,43.6826822664,4.08415533852
87576280,Lunery,18133,18,46.9387353201,2.25767550914
87141150,Lunéville,54329,54,48.5917801189,6.49896208797
87672741,Lurbe-Saint-Christau,64360,64,43.1075730859,-0.602831505721
87185249,Lure,70310,70,47.685478538,6.49656906788
87747667,Lus-la-Croix-Haute,26168,26,44.6825411583,5.7232415585
87485540,Lusignan,86139,86,46.4370477772,0.114057140448
87575845,Lussac-les-Châteaux,86140,86,46.4055955424,0.730162267421
87182543,Luttenbach-près-Munster,68193,68,48.0165262399,7.12330901214
87182667,Lutterbach,68195,68,47.7612084853,7.27246847023
87534347,Lutterbach,68195,68,47.7612084853,7.27246847023
87215160,Lutzelbourg,57427,57,48.7350222689,7.25953676818
87214650,Lutzelhouse,67276,67,48.5382466308,7.24119829716
87583823,Luxé,16196,16,45.8953288384,0.12497157574
87185595,Luxeuil-les-Bains,70311,70,47.8237079771,6.36386716045
87276576,Luzarches,95352,95,49.1154140656,2.44075845876
87611558,Luzenac,9176,9,42.7198985374,1.74274723024
87696534,Luzy,58149,58,46.7966009913,3.99859528452
87282624,Lyon,69123,69,45.7549159619,4.83634585744
87721001,Lyon,69123,69,45.7549159619,4.83634585744
87721159,Lyon,69123,69,45.7549159619,4.83634585744
87721175,Lyon,69123,69,45.7549159619,4.83634585744
87722025,Lyon,69123,69,45.7549159619,4.83634585744
87723197,Lyon,69123,69,45.7549159619,4.83634585744
87581199,Macau,33262,33,45.0047747904,-0.612523739409
87481366,Machecoul-Saint-Même,44087,44,46.999810951,-1.81836351915
87745588,Machilly,74158,74,46.2548401978,6.32361318281
87725689,Mâcon,71270,71,46.3211808131,4.81863076917
87725705,Mâcon,71270,71,46.3211808131,4.81863076917
87781666,Magalas,34147,34,43.4811666244,3.21723399701
87746412,Magland,74159,74,46.0010717995,6.63316711561
87400986,Magneux,51337,51,49.3011024677,3.72714567497
87394429,Magny,28225,28,48.3447438344,1.27095258993
87575068,Maillé,37142,37,47.0515188557,0.587269645984
87683847,Mailly-la-Ville,89237,89,47.5880133202,3.69441321863
87394130,Maintenon,28227,28,48.584090719,1.58495756148
87491472,Mainxe-Gondeville,16153,16,45.6595709561,-0.174366253173
87681247,Maisons-Alfort,94046,94,48.8062062746,2.43805312667
87386425,Maisons-Laffitte,78358,78,48.9525743903,2.15245903661
87681486,Maisse,91359,91,48.3965049917,2.37073565429
87191098,Maizières-lès-Metz,57433,57,49.2086949849,6.1562983135
87191106,Maizières-lès-Metz,57433,57,49.2086949849,6.1562983135
87713065,Mâlain,21373,21,47.3207862375,4.79419127975
87476689,Malansac,56123,56,47.686382034,-2.29950561842
87611871,Malause,82101,82,44.0898613417,0.97188378751
87191627,Malling,57437,57,49.4153843029,6.30602076715
87718510,Mamirolle,25364,25,47.1989794843,6.16194884429
87757591,Mandelieu-la-Napoule,6079,6,43.5382300247,6.91812454072
87703975,Manduel,30155,30,43.8053413765,4.48849816853
87751321,Manosque,4112,4,43.8352097203,5.79103076232
87594416,Mansac,19124,19,45.1602018955,1.38192374185
87381509,Mantes-la-Jolie,78361,78,48.9983650814,1.69407012585
87381590,Mantes-la-Jolie,78361,78,48.9983650814,1.69407012585
87141796,Marbache,54351,54,48.790107282,6.0902912143
87313445,Marcelcave,80507,80,49.8482034027,2.5705240542
87582445,Marcheprime,33555,33,44.7026525175,-0.857035505373
87721415,Marcilly-d'Azergues,69125,69,45.8686332433,4.73071644992
87382812,Mareil-Marly,78367,78,48.8805448278,2.07664241371
87381715,Mareil-sur-Mauldre,78368,78,48.889124384,1.87480906584
87317206,Maresquel-Ecquemicourt,62552,62,50.4000687366,1.93445558963
87116665,Mareuil-sur-Ourcq,60380,60,49.1389864794,3.07389124506
87581215,Margaux-Cantenac,33268,33,45.0340418449,-0.673879103069
87271882,Margival,2464,2,49.4317754358,3.40540951807
87746347,Marignier,74164,74,46.09495786,6.49433835203
87485334,Marigny,79166,79,46.1946306123,-0.417219425231
87296095,Marle,2468,2,49.7455073331,3.7647106294
87342535,Marles-les-Mines,62555,62,50.5020155887,2.50545502655
87723767,Marlieux,1235,1,46.0553690648,5.07441042668
87382465,Marly-le-Roi,78372,78,48.8650022909,2.09145087417
87576132,Marmagne,18138,18,47.0893898666,2.27094034598
87694182,Marmagne,71282,71,46.8435634162,4.37125118394
87586545,Marmande,47157,47,44.5053664627,0.172163704784
87545186,Marolles-en-Hurepoix,91376,91,48.5645685133,2.29959183565
87411249,Maromme,76410,76,49.4772207752,1.03184337792
87342188,Marœuil,62557,62,50.3308340398,2.71098444298
87342469,Marquillies,59388,59,50.5506012024,2.86899212063
87784629,Marquixanes,66103,66,42.6376549896,2.48393333978
87597625,Marsac,23124,23,46.1000696186,1.58420763613
87595215,Marsac-sur-l'Isle,24256,24,45.1824551642,0.651039043084
87781294,Marseillan,34150,34,43.3604685699,3.54723370091
87580340,Marseille,13055,13,43.2917260619,5.42041852045
87635581,Marseille,13055,13,43.2917260619,5.42041852045
87751008,Marseille,13055,13,43.2917260619,5.42041852045
87751081,Marseille,13055,13,43.2917260619,5.42041852045
87751602,Marseille,13055,13,43.2917260619,5.42041852045
87751636,Marseille,13055,13,43.2917260619,5.42041852045
87751701,Marseille,13055,13,43.2917260619,5.42041852045
87751719,Marseille,13055,13,43.2917260619,5.42041852045
87751826,Marseille,13055,13,43.2917260619,5.42041852045
87751842,Marseille,13055,13,43.2917260619,5.42041852045
87753582,Marseille,13055,13,43.2917260619,5.42041852045
87759290,Marseille,13055,13,43.2917260619,5.42041852045
87759316,Marseille,13055,13,43.2917260619,5.42041852045
87313726,Marseille-en-Beauvaisis,60387,60,49.575390976,1.95778689001
87615419,Marssac-sur-Tarn,81156,81,43.9105699762,2.03633762823
87471367,Martigné-Ferchaud,35167,35,47.8284966686,-1.32764902867
87753491,Martigues,13056,13,43.3797644028,5.04957333545
87753509,Martigues,13056,13,43.3797644028,5.04957333545
87753541,Martigues,13056,13,43.3797644028,5.04957333545
87611087,Martres-Tolosane,31324,31,43.2021693666,1.00175648892
87783282,Marvejols,48092,48,44.5576361068,3.28802237515
87471227,Massérac,44092,44,47.6763885129,-1.90506750892
87594820,Masseret,19129,19,45.5417153578,1.51964083279
87734871,Massiac,15119,15,45.2452176708,3.19954311482
87383281,Massy,91377,91,48.7275064079,2.2752401407
87393579,Massy,91377,91,48.7275064079,2.2752401407
87393702,Massy,91377,91,48.7275064079,2.2752401407
87214130,Matzenheim,67285,67,48.3847442079,7.63528270525
87295006,Maubeuge,59392,59,50.2842581677,3.96322074683
87295543,Maubeuge,59392,59,50.2842581677,3.96322074683
87381723,Maule,78380,78,48.9074653987,1.83865183111
87345546,Maurois,59394,59,50.0734869015,3.45935222587
87645168,Maurs,15122,15,44.7117369393,2.17347425163
87481150,Mauves-sur-Loire,44094,44,47.3160535718,-1.40285563788
87584466,Mauzac-et-Grand-Castang,24260,24,44.8820423819,0.780288687962
87485250,Mauzé-sur-le-Mignon,79170,79,46.1922464989,-0.644846627773
87595728,Mauzens-et-Miremont,24261,24,44.9904787509,0.928515702347
87396580,Mayet,72191,72,47.7645304475,0.279723936556
87615542,Mazamet,81163,81,43.457785134,2.3887700553
87342121,Mazingarbe,62563,62,50.4686267803,2.72491258188
87116103,Meaux,77284,77,48.956861064,2.90006086539
87576116,Mehun-sur-Yèvre,18141,18,47.1359110929,2.22073527038
87682005,Melun,77288,77,48.5443162098,2.65792314629
87574244,Menars,41134,41,47.6469983649,1.39955541351
87783605,Mende,48095,48,44.5292415966,3.4812200992
87681411,Mennecy,91386,91,48.5585798971,2.43803812852
87296434,Mennessis,2474,2,49.6919439136,3.27487525416
87576728,Mennetou-sur-Cher,41135,41,47.2930100986,1.87412755461
87756486,Menton,6083,6,43.7918710703,7.49333223244
87756494,Menton,6083,6,43.7918710703,7.49333223244
87574194,Mer,41136,41,47.7130502169,1.50439337569
87393892,Méré,78389,78,48.7958474866,1.82060161151
87611525,Mérens-les-Vals,9189,9,42.6280675348,1.83463540234
87611814,Mérenvielle,31339,31,43.6204644953,1.16770237119
87345132,Méricourt,62570,62,50.3995288701,2.86850182283
87313064,Méricourt-l'Abbé,80530,80,49.9451414627,2.56316692185
87276675,Mériel,95392,95,49.0770947942,2.21341175596
87278259,Mérignac,33281,33,44.832313081,-0.681861506103
87184408,Meroux-Moval,90068,90,47.5920010093,6.90638949246
87300822,Meroux-Moval,90068,90,47.5920010093,6.90638949246
87213207,Mertzwiller,67291,67,48.8686517099,7.68609138982
87313668,Méru,60395,60,49.2451538385,2.13528828558
87713701,Mervans,71295,71,46.7940644139,5.18458853774
87182725,Merxheim,68203,68,47.9094462688,7.30194363765
87276667,Méry-sur-Oise,95394,95,49.0549603688,2.17429024223
87141499,Messein,54366,54,48.610141596,6.14201563872
87559070,Mesves-sur-Loire,58164,58,47.2302376036,3.00396487677
87696187,Mesves-sur-Loire,58164,58,47.2302376036,3.00396487677
87694158,Mesvres,71297,71,46.8703286692,4.25357152578
87192039,Metz,57463,57,49.1081931327,6.1959873789
87182816,Metzeral,68204,68,47.9973253822,7.02446554777
87393082,Meudon,92048,92,48.8040907297,2.22732977421
87393108,Meudon,92048,92,48.8040907297,2.22732977421
87393116,Meudon,92048,92,48.8040907297,2.22732977421
87381822,Meulan-en-Yvelines,78401,78,49.0065298778,1.91307066059
87574137,Meung-sur-Loire,45203,45,47.8395941102,1.69774464791
87345272,Meurchin,62573,62,50.494016814,2.89478319998
87713560,Meursault,21412,21,46.9703906111,4.7725149075
87723585,Meximieux,1244,1,45.9064900657,5.20356789809
87594275,Meymac,19136,19,45.5543698314,2.14042775526
87751370,Meyrargues,13059,13,43.6241336405,5.5231988789
87725838,Mézériat,1246,1,46.242428314,5.04783739919
87444208,Mézidon Vallée d'Auge,14431,14,49.079180687,-0.0114253096084
87683268,Migennes,89257,89,47.9750832392,3.5312025648
87575704,Mignaloux-Beauvoir,86157,86,46.5484655956,0.416007908424
87775098,Milhaud,30169,30,43.7894136411,4.30893888855
87784546,Millas,66108,66,42.6992160746,2.68992690555
87783001,Millau,12145,12,44.0973550419,3.11737782958
87313700,Milly-sur-Thérain,60403,60,49.5089094786,2.01349809047
87478131,Miniac-Morvan,35179,35,48.5247310213,-1.89512537618
87723726,Mionnay,1248,1,45.8959255139,4.92432406584
87753004,Miramas,13063,13,43.5841675965,5.01390354616
87342030,Miraumont,80549,80,50.1010748649,2.72705276153
87723528,Miribel,1249,1,45.8447203223,4.94078548801
87723718,Miribel,1249,1,45.8447203223,4.94078548801
87271510,Mitry-Mory,77294,77,48.9781419824,2.61240893681
87271528,Mitry-Mory,77294,77,48.9781419824,2.61240893681
87742007,Modane,73157,73,45.1741843073,6.64837851032
87747329,Moirans,38239,38,45.3185758757,5.56180020713
87747691,Moirans,38239,38,45.3185758757,5.56180020713
87611889,Moissac,82112,82,44.1260091364,1.09808612796
87682153,Moissy-Cramayel,77296,77,48.6285259549,2.59589838353
87214627,Mollkirch,67299,67,48.5054603555,7.36632975755
87214577,Molsheim,67300,67,48.5444410577,7.5000227276
87212142,Mommenheim,67301,67,48.756092018,7.64918355168
87747592,Monestier-de-Clermont,38242,38,44.9216918641,5.636454796
87683557,Monéteau,89263,89,47.8489988505,3.5879509658
87734335,Monistrol-d'Allier,43136,43,44.976354251,3.63577392501
87574681,Monnaie,37153,37,47.4989156685,0.786740576431
87545111,Monnerville,91414,91,48.347571524,2.03721297225
87586453,Monsempron-Libos,47179,47,44.5021743029,0.930791542543
87775148,Mont Lozère et Goulet,48027,48,44.5136610624,3.74960913709
87783670,Mont Lozère et Goulet,48027,48,44.5136610624,3.74960913709
87671016,Mont-de-Marsan,40192,40,43.8995269306,-0.490480032139
87141143,Mont-sur-Meurthe,54383,54,48.5493153844,6.44190430507
87594135,Montaignac-Saint-Hippolyte,19143,19,45.3463574923,2.01543571593
87481465,Montaigu-Vendée,85146,85,46.9718680468,-1.30188178277
87597674,Montaigut-le-Blanc,23132,23,46.1185287293,1.73306506673
87684001,Montargis,45208,45,47.9991035388,2.73727074481
87615369,Montastruc-la-Conseillère,31358,31,43.7217543754,1.58929760711
87276618,Montataire,60414,60,49.2631090744,2.43079814524
87611244,Montauban,82121,82,44.0222629051,1.36408113594
87159947,Montauban-de-Bretagne,35184,35,48.2042729899,-2.06544923302
87471086,Montauban-de-Bretagne,35184,35,48.2042729899,-2.06544923302
87471094,Montauban-de-Bretagne,35184,35,48.2042729899,-2.06544923302
87672113,Montaut,64400,64,43.1324073169,-0.180393230515
87713131,Montbard,21425,21,47.6574399235,4.3499275467
87718866,Montbarrey,39350,39,47.0211284641,5.63789891708
87611699,Montbartier,82123,82,43.9147401656,1.28607581075
87571406,Montbazon,37154,37,47.2847305396,0.706188281193
87184523,Montbéliard,25388,25,47.5156662695,6.79181203006
87396044,Montbizot,72205,72,48.153825866,0.181717565055
87726448,Montbrison,42147,42,45.6007353583,4.07203262679
87694620,Montceau-les-Mines,71306,71,46.675841397,4.35388805787
87694307,Montchanin,71310,71,46.74671288,4.4742545395
87313346,Montdidier,80561,80,49.6479957998,2.56845340719
87764001,Montélimar,26198,26,44.5537915817,4.74842611701
87491183,Montendre,17240,17,45.2881846445,-0.387370640121
87682302,Montereau-Fault-Yonne,77305,77,48.3899126724,2.96177270756
87411454,Montérolier,76445,76,49.6225382167,1.34590237203
87296418,Montescourt-Lizerolles,2504,2,49.7358433444,3.26187744517
87765818,Monteux,84080,84,44.0338952421,4.9847642983
87718106,Montferrand-le-Château,25397,25,47.1858589515,5.91871331535
87396291,Montfort-le-Gesnois,72241,72,48.0579945725,0.40257429497
87471078,Montfort-sur-Meu,35188,35,48.1261159763,-1.96393434771
87682104,Montgeron,91421,91,48.6953602699,2.46193923734
87381160,Montgeroult,95422,95,49.0906902924,2.00765925796
87172056,Monthermé,8302,8,49.8996827025,4.74774932555
