UIC,gares,insee,dep,lat long,geo-2
87697292,Épinay-sur-Seine,93031,93,48.9550415719,2.31397852823
87697300,Épinay-sur-Seine,93031,93,48.9550415719,2.31397852823
87386763,Épône,78217,78,48.9479751836,1.81336554807
87413732,Épouville,76238,76,49.5633320593,0.229544247154
87381418,Éragny,95218,95,49.0206792961,2.10161749371
87276055,Ermont,95219,95,48.9879789963,2.25665657373
87276063,Ermont,95219,95,48.9879789963,2.25665657373
87276584,Ermont,95219,95,48.9879789963,2.25665657373
87276592,Ermont,95219,95,48.9879789963,2.25665657373
87534131,Ermont,95219,95,48.9879789963,2.25665657373
87784843,Err,66067,66,42.4105984601,2.06593251634
87214148,Erstein,67130,67,48.4216040886,7.68536257694
87116327,Esbly,77171,77,48.9011139263,2.81264778566
87611707,Escalquens,31169,31,43.520794811,1.55274316924
87345496,Escaudœuvres,59206,59,50.1924800943,3.27443720123
87272096,Esches,60218,60,49.2311652626,2.17395452616
87783548,Esclanèdes,48056,48,44.4808278822,3.36790534082
87281113,Esquelbecq,59210,59,50.8905113615,2.42916375316
87784827,Estavar,66072,66,42.4749984211,2.00927289807
87313387,Estrées-Saint-Denis,60223,60,49.4266418468,2.62871131754
87571422,Esvres,37104,37,47.2927100727,0.790484713067
87175794,Étain,55181,55,49.2166595972,5.63666828113
87413328,Étainhus,76250,76,49.56709873,0.308317725375
87718536,Étalans,25222,25,47.1652370638,6.25370889437
87545137,Étampes,91223,91,48.4218800875,2.13789066366
87545350,Étampes,91223,91,48.4218800875,2.13789066366
87694141,Étang-sur-Arroux,71192,71,46.8596086065,4.17918439016
87317065,Étaples,62318,62,50.5229664672,1.65139708054
87683201,Étigny,89160,89,48.1366881399,3.27584808813
87144642,Étival-Clairefontaine,88165,88,48.3644074391,6.84344838609
87545145,Étréchy,91226,91,48.4924202967,2.17987769811
87484154,Étriché,49132,49,47.6596624466,-0.452253804262
87317537,Eu,76255,76,50.0414678501,1.42861110396
87184200,Évette-Salbert,90042,90,47.672715876,6.79713739495
87745679,Évian-les-Bains,74119,74,46.392623368,6.58549071202
87387001,Évreux,27229,27,49.0197844421,1.14152537919
87478552,Évron,53097,53,48.1413759758,-0.420375951111
87681361,Évry-Courcouronnes,91228,91,48.6268974457,2.43011454156
87681387,Évry-Courcouronnes,91228,91,48.6268974457,2.43011454156
87681395,Évry-Courcouronnes,91228,91,48.6268974457,2.43011454156
87592881,Exideuil-sur-Vienne,16134,16,45.8800604034,0.663389147926
87763508,Eygliers,5052,5,44.6929825782,6.66722657171
87592121,Eymoutiers,87064,87,45.7110770501,1.74054475236
87276394,Ézanville,95229,95,49.0385823606,2.36226709454
87756387,Èze,6059,6,43.7293233246,7.36045646114
87342527,Farbus,62324,62,50.360126736,2.82617911212
87193516,Farébersviller,57207,57,49.1167722963,6.86632922777
87193524,Farschviller,57208,57,49.0907209042,6.88430944267
87193359,Faulquemont,57209,57,49.0354198169,6.59350626428
87413542,Fécamp,76259,76,49.7525278041,0.395895647189
87182618,Fellering,68089,68,47.9158585861,6.95771234752
87182626,Fellering,68089,68,47.9158585861,6.95771234752
87597849,Felletin,23079,23,45.8902716302,2.1826626336
87611962,Fenouillet,31182,31,43.6843278646,1.39057138881
87172874,Fépin,8166,8,50.0225346598,4.70704851643
87316687,Ferques,62329,62,50.8288196688,1.7684345824
87381293,Ferrières-en-Bray,76260,76,49.4867465187,1.75770947704
87313742,Feuquières,60233,60,49.6499547465,1.85071204391
87726877,Feurs,42094,42,45.7321601216,4.22329043738
87722538,Feyzin,69276,69,45.6733191262,4.85795560643
87613091,Figeac,46102,46,44.6052732176,2.0254268051
87726729,Firminy,42095,42,45.3788450925,4.28873532869
87171330,Fismes,51250,51,49.3061166695,3.67896910067
87296871,Flavy-le-Martel,2315,2,49.7056030529,3.19449864553
87181040,Flaxlanden,68093,68,47.6923601374,7.32506462146
87448001,Flers,61169,61,48.7401262562,-0.562520101461
87345207,Flers-en-Escrebieux,59234,59,50.4013934304,3.05123249163
87721563,Fleurieux-sur-l'Arbresle,69086,69,45.8395859695,4.65228907762
87725663,Fleurville,71591,71,46.4422887934,4.88000693736
87543017,Fleury-les-Aubrais,45147,45,47.9386120503,1.91957112809
87141390,Flin,54199,54,48.5026422471,6.65813737649
87576108,Foëcy,18096,18,47.1804354096,2.15403605757
87611616,Foix,9122,9,42.9653283438,1.6102420971
87447649,Folligny,50188,50,48.8201322767,-1.41802502994
87781534,Fondamente,12155,12,43.8618364752,3.11479340298
87775379,Fons,30112,30,43.9070527388,4.18064631672
87784819,Font-Romeu-Odeillo-Via,66124,66,42.5130367227,2.02699865149
87682427,Fontaine-le-Port,77188,77,48.4842746817,2.76694887612
87713586,Fontaines,71202,71,46.8518943232,4.78051765429
87756858,Fontan,6062,6,44.0218363605,7.54462110655
87613323,Fontanes,46109,46,44.3247995148,1.49091452382
87393405,Fontenay-le-Fleury,78242,78,48.8173801399,2.0466492221
87113712,Fontenay-sous-Bois,94033,94,48.8512266605,2.47402963494
87684241,Fontenay-sur-Loing,45148,45,48.0830691822,2.76840705708
87141051,Fontenoy-sur-Moselle,54202,54,48.7073621402,5.99090122699
87784769,Fontpédrouse,66080,66,42.4630741291,2.19485565572
87193003,Forbach,57227,57,49.1915553381,6.89267548666
87313833,Formerie,60245,60,49.646015843,1.73687273884
87485326,Fors,79125,79,46.2413332798,-0.41437489515
87753442,Fos-sur-Mer,13039,13,43.456076566,4.90416805326
87276261,Fosses,95250,95,49.0998297587,2.49939168718
87413377,Foucart,76279,76,49.61531947,0.591753393494
87214734,Fouday,67144,67,48.4202130005,7.18978574664
87141036,Foug,54205,54,48.6735914042,5.78114095304
87486316,Fougeré,85093,85,46.6615055635,-1.23682286234
87313841,Fouilloy,60248,60,49.7314166922,1.81820605007
87342204,Fouquereuil,62349,62,50.5209728538,2.60021459007
87696229,Fourchambault,58117,58,47.0166106802,3.09118754598
87295048,Fourmies,59249,59,50.0068479207,4.05805288034
87726737,Fraisses,42099,42,45.384467763,4.26062845323
87722702,Francheville,69089,69,45.7380130513,4.75622334225
87276071,Franconville,95252,95,48.988314219,2.22419500991
87718304,Franois,25258,25,47.2251947189,5.92555840685
87715136,Frasne,25259,25,46.851859838,6.14603611558
87757500,Fréjus,83061,83,43.4720036546,6.76372884972
87444182,Frénouville,14287,14,49.132749719,-0.248515572238
87276659,Frépillon,95256,95,49.0499852928,2.2050808315
87296293,Fresnoy-le-Grand,2334,2,49.9538172271,3.41884752624
87574533,Fréteval,41095,41,47.8902191522,1.20598171395
87281071,Fréthun,62360,62,50.9116513492,1.81585866047
87286641,Fretin,59256,59,50.5657559701,3.13201009049
87342212,Frévin-Capelle,62363,62,50.3513157492,2.63645696133
87592360,Fromental,87068,87,46.1580970796,1.418887385
87142240,Froncles,52211,52,48.2997296679,5.1397397639
87741629,Frontenex,73121,73,45.6326923618,6.31159330577
87773556,Frontignan,34108,34,43.4481348435,3.74957409868
87141077,Frouard,54215,54,48.7504209254,6.12216760056
87172098,Fumay,8185,8,49.9727217103,4.66058090526
87113514,Gagny,93032,93,48.8817203478,2.5457156831
87113522,Gagny,93032,93,48.8817203478,2.5457156831
87615245,Gaillac,81099,81,43.9166360845,1.88631741911
87615252,Gaillac,81099,81,43.9166360845,1.88631741911
87775130,Gallargues-le-Montueux,30123,30,43.7167835281,4.17210143472
87212332,Gambsheim,67151,67,48.6924670622,7.88407365658
87672618,Gan,64230,64,43.208884209,-0.410222452888
87732404,Gannat,3118,3,46.0985280094,3.17763908442
87313262,Gannes,60268,60,49.5736839457,2.4197439633
87763003,Gap,5061,5,44.580237019,6.06484558195
87393439,Garancières,78265,78,48.823520768,1.75864720052
87382259,Garches,92033,92,48.8455003082,2.18747151676
87691436,Garchizy,58121,58,47.043646827,3.09366019333
87751420,Gardanne,13041,13,43.4528943896,5.48011175706
87584235,Gardonne,24194,24,44.8308862781,0.332196075865
87381566,Gargenville,78267,78,48.9925418663,1.81101716418
87276196,Garges-lès-Gonesse,95268,95,48.9704227191,2.40458280391
87491225,Gauriaguet,33183,33,45.0453863125,-0.395821190112
87393348,Gazeran,78269,78,48.6338878554,1.77768225047
87212241,Geispolsheim,67152,67,48.5142369081,7.65788021924
87212258,Geispolsheim,67152,67,48.5142369081,7.65788021924
87713842,Gemeaux,21290,21,47.4768951201,5.14063728354
87694653,Génelard,71212,71,46.5799622998,4.25016267762
87775791,Générac,30128,30,43.7238162847,4.35910607038
87713313,Genlis,21292,21,47.2409321993,5.22117628945
87487876,Gennes-Val-de-Loire,49261,49,47.3325879008,-0.240270939745
87271205,Gennevilliers,92036,92,48.9345543968,2.29394467678
87272146,Gennevilliers,92036,92,48.9345543968,2.29394467678
87775213,Génolhac,30130,30,44.3442461831,3.95176056672
87171587,Germaine,51266,51,49.119049892,4.03165820989
87214254,Gertwiller,67155,67,48.4116070132,7.47534736376
87734046,Gerzat,63164,63,45.8280408953,3.15409863567
87476309,Gestel,56063,56,47.8083219,-3.43763863581
87713503,Gevrey-Chambertin,21295,21,47.2200529114,4.98255112971
87684290,Gien,45155,45,47.7121542851,2.66524949435
87747402,Gières,38179,38,45.1833931963,5.79139214287
87576876,Gièvres,41097,41,47.289495739,1.67036321953
87594325,Gignac,46118,46,44.9896606809,1.46257862831
87718577,Gilley,25271,25,47.0541769863,6.48802536936
87713511,Gilly-lès-Cîteaux,21297,21,47.1776074358,4.99742717362
87694869,Gilly-sur-Loire,71220,71,46.5482874421,3.79229414962
87611772,Gimont,32147,32,43.6209872676,0.879693037708
87582858,Gironde-sur-Dropt,33187,33,44.5913281676,-0.0878994646059
87381244,Gisors,27284,27,49.2788616697,1.76843105364
87172130,Givet,8190,8,50.142235717,4.83472047113
87722405,Givors,69091,69,45.5813476393,4.75797319599
87722439,Givors,69091,69,45.5813476393,4.75797319599
87411181,Glos-sur-Risle,27288,27,49.2728786821,0.684320350831
87415349,Glos-sur-Risle,27288,27,49.2728786821,0.684320350831
87413344,Goderville,76302,76,49.644917764,0.354917477854
87618082,Golfech,82072,82,44.1101485755,0.857533365934
87747477,Goncelin,38181,38,45.3364188082,5.98805559604
87755397,Gonfaron,83067,83,43.3204161258,6.30040389181
87481432,Gorges,44064,44,47.1044148742,-1.31112893867
87611152,Gourdan-Polignan,31224,31,43.0691318306,0.575536405337
87613141,Gourdon,46127,46,44.7348440565,1.37688139082
87276238,Goussainville,95280,95,49.0245880662,2.46608237152
87276246,Goussainville,95280,95,49.0245880662,2.46608237152
87214270,Goxwiller,67164,67,48.4312060989,7.48254780096
87473801,Grâces,22067,22,48.5447810804,-3.18242924243
87615377,Gragnague,31228,31,43.6827221165,1.58244195893
87613059,Gramat,46128,46,44.7635071261,1.71649549096
87415323,Grand Bourgtheroulde,27105,27,49.3063746018,0.861934715058
87281311,Grande-Synthe,59271,59,51.016819633,2.2906724098
87184432,Grandvillars,90053,90,47.5380949238,6.97042865095
87313734,Grandvilliers,60286,60,49.6662303945,1.93526694162
87447680,Granville,50218,50,48.8359084369,-1.58422432633
87757724,Grasse,6069,6,43.6559478165,6.93194666407
87281246,Gravelines,59273,59,50.9982166642,2.14378195924
87747006,Grenoble,38185,38,45.1822064472,5.72122177497
87214593,Gresswiller,67168,67,48.5255504966,7.40981849545
87746107,Grésy-sur-Aix,73128,73,45.7238446962,5.9339459963
87741611,Grésy-sur-Isère,73129,73,45.601128628,6.24595431877
87116012,Gretz-Armainvilliers,77215,77,48.74860626,2.72627431179
87182386,Griesbach-au-Val,68109,68,48.0296444957,7.17182729221
87681379,Grigny,91286,91,48.6570519352,2.38747630465
87722298,Grigny,69096,69,45.6086019546,4.78716911642
87611673,Grisolles,82075,82,43.8224421545,1.28670149114
87746248,Groisy,74137,74,46.0184918266,6.17567870384
87276360,Groslay,95288,95,48.9853989574,2.35043699039
87471219,Guémené-Penfao,44067,44,47.6277759133,-1.83089559669
87116269,Guérard,77219,77,48.8186423713,2.9513226191
87597609,Guéret,23096,23,46.162717508,1.87090276996
87673459,Guéthary,64249,64,43.4207720855,-1.60965055637
87471151,Guichen,35126,35,47.9653418253,-1.79019550137
87545129,Guillerval,91294,91,48.3680404598,2.07588108324
87474296,Guimiliau,29074,29,48.4816735354,-3.99708983004
87473207,Guingamp,22070,22,48.5606281936,-3.15348351941
87471185,Guipry-Messac,35176,35,47.8215638402,-1.83047249879
87582619,Gujan-Mestras,33199,33,44.5943575986,-1.08409966792
87582635,Gujan-Mestras,33199,33,44.5943575986,-1.08409966792
87213223,Gundershoffen,67176,67,48.9073573543,7.68238858247
87182089,Habsheim,68118,68,47.726586342,7.43403309225
87191114,Hagondange,57283,57,49.2459131622,6.15898634649
87213058,Haguenau,67180,67,48.8419907198,7.83045643928
87213603,Haguenau,67180,67,48.8419907198,7.83045643928
87673640,Halsou,64255,64,43.3850638013,-1.41141580968
87313494,Ham,80410,80,49.7533356469,3.0737691837
87342261,Ham-en-Artois,62407,62,50.5915285995,2.45341674302
87313114,Hangest-sur-Somme,80416,80,49.9789538549,2.03775049719
87381830,Hardricourt,78299,78,49.0110647088,1.88826408844
87413302,Harfleur,76341,76,49.5135340818,0.196757574275
87413708,Harfleur,76341,76,49.5135340818,0.196757574275
87413716,Harfleur,76341,76,49.5135340818,0.196757574275
87192724,Hatrize,54253,54,49.1966557618,5.89699154781
87286096,Haubourdin,59286,59,50.6040608535,2.98706337864
87295568,Hautmont,59291,59,50.2477455156,3.91917088036
87715441,Hauts de Bienne,39368,39,46.5143833305,5.99590135584
87191239,Hayange,57306,57,49.3310593132,6.06652061059
87172106,Haybes,8222,8,49.9929065021,4.73496562061
87286302,Hazebrouck,59295,59,50.726086401,2.53856973521
87316398,Heilles,60307,60,49.3329443303,2.27029079976
87316059,Heilly,80426,80,49.9609782485,2.53018419471
87677005,Hendaye,64260,64,43.3645020215,-1.76643787999
87677104,Hendaye,64260,64,43.3645020215,-1.76643787999
87345157,Hénin-Beaumont,62427,62,50.409369416,2.95925134219
87476259,Hennebont,56083,56,47.8076039139,-3.27036651529
87193672,Herbitzheim,67191,67,49.0215008551,7.08158887037
87381889,Herblay-sur-Seine,95306,95,49.0005763987,2.15014569064
87313692,Herchies,60310,60,49.4829698803,2.0028933942
87184507,Héricourt,70285,70,47.5691979095,6.76222705211
87682435,Héricy,77226,77,48.4419156547,2.78864768181
87641357,Hérisson,3127,3,46.5197933405,2.71039229544
87193383,Herny,57319,57,49.0041000143,6.48058117664
87212340,Herrlisheim,67194,67,48.7325339706,7.91000849996
87182329,Herrlisheim-près-Colmar,68134,68,48.0192668467,7.32508609066
87317107,Hesdigneul-lès-Boulogne,62446,62,50.6528251072,1.67704329124
87317222,Hesdin,62447,62,50.3741149263,2.0381761101
87191163,Hettange-Grande,57323,57,49.41702993,6.15253454218
87295063,Hirson,2381,2,49.9428040783,4.10479656273
87324335,Hirson,2381,2,49.9428040783,4.10479656273
87212167,Hochfelden,67202,67,48.7504722256,7.56199554976
87213447,Hoffen,67206,67,48.9334948447,7.93226245268
87193276,Hombourg-Haut,57332,57,49.1279924324,6.77318753389
87191692,Homécourt,54263,54,49.2228338724,5.99263836763
87393462,Houdan,78310,78,48.7981307241,1.59668540718
87141473,Houdemont,54265,54,48.6410185032,6.17240304692
87386409,Houilles,78311,78,48.9265708038,2.18725721562
87444406,Houlgate,14338,14,49.2976364838,-0.0672295891808
87338517,Hœnheim,67204,67,48.6243826441,7.75355187719
87213686,Hœrdt,67205,67,48.6904156703,7.78458766038
87193540,Hundling,57340,57,49.1017114796,6.98509328539
87641217,Huriel,3128,3,46.3773825269,2.4819008009
87755629,Hyères,83069,83,43.1017168357,6.18975041514
87144089,Igney,88247,88,48.2761241817,6.38924777119
87393561,Igny,91312,91,48.7365094108,2.22444425648
87784561,Ille-sur-Têt,66088,66,42.6772165873,2.61621181943
87182204,Illfurth,68152,68,47.6761072563,7.26612712583
87394437,Illiers-Combray,28196,28,48.3034107542,1.22675198012
87696450,Imphy,58134,58,46.9351434545,3.28140757831
87303875,Ingersheim,68155,68,48.101493702,7.31130931821
87575134,Ingrandes,86111,86,46.8737939438,0.592632119456
87484360,Ingrandes-Le Fresne sur Loire,49160,49,47.4104016891,-0.930761063575
87213785,Ingwiller,67222,67,48.8860895096,7.46851516525
87722249,Irigny,69100,69,45.6749374627,4.81793098549
87713859,Is-sur-Tille,21317,21,47.5258477434,5.10274824842
87342279,Isbergues,62473,62,50.6164050146,2.45591058224
87116616,Isles-les-Meldeuses,77231,77,48.9978942347,3.01287375765
87481622,Issé,44075,44,47.6174025433,-1.45608034052
87734202,Issoire,63178,63,45.5455147448,3.24472285428
87381574,Issou,78314,78,48.9868259954,1.78907552442
87597062,Issoudun,36088,36,46.9486054314,1.99991556437
87393074,Issy-les-Moulineaux,92040,92,48.8231478298,2.26480705181
87393306,Issy-les-Moulineaux,92040,92,48.8231478298,2.26480705181
87753418,Istres,13047,13,43.5505069465,4.95058736114
87753426,Istres,13047,13,43.5505069465,4.95058736114
87577403,Iteuil,86113,86,46.4852582982,0.291767770349
87545301,Ivry-sur-Seine,94041,94,48.8122879737,2.38770957034
87345397,Iwuy,59322,59,50.2335458196,3.33638151974
87471334,Janzé,35136,35,47.9428184444,-1.5008206813
87192666,Jarny,54273,54,49.1500105121,5.88167972404
87747535,Jarrie,38200,38,45.1110228284,5.74666961818
87141010,Jarville-la-Malgrange,54274,54,48.6674355681,6.20509421156
87575217,Jaunay-Marigny,86115,86,46.7157842961,0.365791928238
87272013,Jaux,60325,60,49.395923708,2.76654992673
87295014,Jeumont,59324,59,50.2916483196,4.10402454505
87683243,Joigny,89206,89,48.0090276259,3.410058125
87172031,Joigny-sur-Meuse,8237,8,49.8321872236,4.76371540188
87175091,Joinville,52250,52,48.4333079143,5.1222467904
87700153,Joncherey,90056,90,47.5325092895,7.01039291167
87171314,Jonchery-sur-Vesle,51308,51,49.2860960072,3.81856897239
87491142,Jonzac,17197,17,45.4418856824,-0.427205890052
87009696,Joué-lès-Tours,37122,37,47.3329413566,0.654057129906
87571885,Joué-lès-Tours,37122,37,47.3329413566,0.654057129906
87394155,Jouy,28201,28,48.5157846965,1.54568843386
87393504,Jouy-en-Josas,78322,78,48.7658892922,2.16359831474
87393512,Jouy-en-Josas,78322,78,48.7658892922,2.16359831474
87393538,Jouy-en-Josas,78322,78,48.7658892922,2.16359831474
87191700,Jœuf,54280,54,49.2316639879,6.01165448866
87672600,Jurançon,64284,64,43.2697463804,-0.407253063685
87545244,Juvisy-sur-Orge,91326,91,48.6918571368,2.37366999134
87381558,Juziers,78327,78,49.0003642612,1.84068997155
87193664,Kalhausen,57355,57,49.0239209709,7.144249408
87212324,Kilstett,67237,67,48.6830886094,7.84534181252
87214114,Kogenheim,67246,67,48.3318718988,7.53085096445
87191619,Kœnigsmacker,57370,57,49.3878828917,6.28647975248
87182642,Kruth,68171,68,47.95079625,6.96309541979
87213660,Kurtzenhouse,67252,67,48.7376398206,7.80648529538
87444638,L'Aigle,61214,61,48.7561146062,0.611142159195
87721431,L'Arbresle,69010,69,45.8353343133,4.60830634531
87763557,L'Argentière-la-Bessée,5006,5,44.7820709722,6.47200998342
87756809,L'Escarène,6057,6,43.8340429621,7.36603650255
87382473,L'Étang-la-Ville,78224,78,48.8673287367,2.06004897214
87382481,L'Étang-la-Ville,78224,78,48.8673287367,2.06004897214
87486126,L'Herbergement,85108,85,46.9169168117,-1.37070016628
87471060,L'Hermitage,35131,35,48.1221034988,-1.81634309003
87718528,L'Hôpital-du-Grosbois,25305,25,47.1800872213,6.21126188471
87611517,L'Hospitalet-près-l'Andorre,9139,9,42.5954850707,1.7772785689
87761239,L'Isle-d'Abeau,38193,38,45.6183124125,5.22298148166
87611806,L'Isle-Jourdain,32160,32,43.6144467749,1.08135505947
87765479,L'Isle-sur-la-Sorgue,84054,84,43.9131144982,5.05631179
87184572,L'Isle-sur-le-Doubs,25315,25,47.4240385518,6.58914032597
87595595,La Bachellerie,24020,24,45.1338879956,1.1633077995
87342436,La Bassée,59051,59,50.5400189056,2.8094254917
87775171,La Bastide-Puylaurent,48021,48,44.5656487829,3.88785910951
87481697,La Baule-Escoublac,44055,44,47.2909275465,-2.35321625888
87481754,La Baule-Escoublac,44055,44,47.2909275465,-2.35321625888
87481267,La Bernerie-en-Retz,44012,44,47.0856161498,-2.03218346393
87387142,La Bonneville-sur-Iton,27082,27,48.9974314713,1.03526914766
87297085,La Bouteille,2109,2,49.8782880517,3.96176459068
87756874,La Brigue,6162,6,44.0716893154,7.65137865657
87751271,La Brillanne,4034,4,43.9319461279,5.88442468644
87784793,La Cabanasse,66027,66,42.5019537126,2.10635412645
87784801,La Cabanasse,66027,66,42.5019537126,2.10635412645
87575076,La Celle-Saint-Avant,37045,37,47.0205484313,0.615262956303
87382432,La Celle-Saint-Cloud,78126,78,48.8468588693,2.13446422043
87382440,La Celle-Saint-Cloud,78126,78,48.8468588693,2.13446422043
87486308,La Chaize-le-Vicomte,85046,85,46.6728211928,-1.2919542803
87741306,La Chambre,73067,73,45.3665150813,6.29367632949
87725721,La Chapelle-de-Guinchay,71090,71,46.2183829963,4.76062087795
87543371,La Chapelle-Saint-Mesmin,45075,45,47.888985513,1.82805653752
87481564,La Chapelle-sur-Erdre,44035,44,47.3031075832,-1.56042713155
87590349,La Chapelle-sur-Erdre,44035,44,47.3031075832,-1.56042713155
87590356,La Chapelle-sur-Erdre,44035,44,47.3031075832,-1.56042713155
87590364,La Chapelle-sur-Erdre,44035,44,47.3031075832,-1.56042713155
87571802,La Chapelle-sur-Loire,37058,37,47.2509199541,0.215669050895
87696195,La Charité-sur-Loire,58059,58,47.1834508113,3.02964988558
87715391,La Chaumusse,39126,39,46.600725773,5.94375674084
87574251,La Chaussée-Saint-Victor,41047,41,47.6111328245,1.3573450627
87751784,La Ciotat,13028,13,43.1925559309,5.61277161529
87694737,La Clayette,71133,71,46.2893182449,4.30995392345
87592501,La Coquille,24133,24,45.5445846177,0.965384514872
87271304,La Courneuve,93027,93,48.9322670661,2.39933531638
87697342,La Courneuve,93027,93,48.9322670661,2.39933531638
87755611,La Crau,83047,83,43.1635000713,6.09283586248
87485474,La Crèche,79048,79,46.3658463544,-0.308792085791
87574475,La Croix-en-Touraine,37091,37,47.3495000921,0.99249469023
87595702,La Douze,24156,24,45.0682077591,0.861869361872
87313239,La Faloise,80299,80,49.6964652892,2.34010551988
87296632,La Fère,2304,2,49.6672531493,3.3693057102
87681452,La Ferté-Alais,91232,91,48.4811891799,2.36810296782
87396325,La Ferté-Bernard,72132,72,48.1842885632,0.635013228752
87576082,La Ferté-Imbault,41084,41,47.4021212891,1.95925724056
87116673,La Ferté-Milon,2307,2,49.176033063,3.14264506641
87543124,La Ferté-Saint-Aubin,45146,45,47.7121721584,1.92705889906
87116517,La Ferté-sous-Jouarre,77183,77,48.9539672894,3.12843129468
87474221,La Forest-Landerneau,29056,29,48.4341573347,-4.31487092229
87726232,La Fouillouse,42097,42,45.5014056123,4.31918650743
87478081,La Fresnais,35116,35,48.587687027,-1.83521009009
87381871,La Frette-sur-Seine,95257,95,48.9750148042,2.17802264014
87755306,La Garde,83062,83,43.1268189197,6.01939709544
87755314,La Garde,83062,83,43.1268189197,6.01939709544
87386003,La Garenne-Colombes,92035,92,48.9068746447,2.24522963114
87478099,La Gouesnière,35122,35,48.6030070561,-1.88727884052
87775247,La Grand-Combe,30132,30,44.2275749541,4.03013167402
87775254,La Grand-Combe,30132,30,44.2275749541,4.03013167402
87682476,La Grande-Paroisse,77210,77,48.3916087295,2.8981366025
87576470,La Guerche-sur-l'Aubois,18108,18,46.9518234158,2.94600627534
87396036,La Guierche,72147,72,48.1188559042,0.201326779599
87481416,La Haie-Fouassière,44070,44,47.1616914201,-1.40070530332
87116228,La Houssaye-en-Brie,77229,77,48.7558193866,2.86784885123
87485185,La Jarrie,17194,17,46.1242665734,-1.01138793083
87592337,La Jonchère-Saint-Maurice,87079,87,46.0050659161,1.47898758042
87741694,La Léchère,73187,73,45.5306156057,6.45875283384
87394254,La Loupe,28214,28,48.4730646192,1.02282724349
87286187,La Madeleine,59368,59,50.6544083603,3.06997194789
87691394,La Marche,58155,58,47.1486068229,3.03976775263
87473124,La Méaugon,22144,22,48.5044239447,-2.84672359838
87571513,La Membrolle-sur-Choisille,37151,37,47.4447549382,0.624687877887
87487884,La Ménitré,49201,49,47.4069499113,-0.256889118765
87592808,La Meyze,87096,87,45.6077597554,1.19450284409
87485508,La Mothe-Saint-Héray,79184,79,46.3518597114,-0.119511951675
87545459,La Norville,91457,91,48.5813417328,2.26568590463
87751743,La Penne-sur-Huveaune,13070,13,43.2766095243,5.51870793855
87576348,La Perche,18178,18,46.6328394666,2.57414592587
87592295,La Porcherie,87120,87,45.5760160373,1.54680596207
87484337,La Possonnière,49247,49,47.3812372336,-0.708828270454
87582866,La Réole,33352,33,44.5861125873,-0.0422003725898
87726703,La Ricamarie,42183,42,45.4037764711,4.36868010051
87715144,La Rivière-Drugeon,25493,25,46.8743908394,6.21474432283
87474262,La Roche-Maurice,29237,29,48.4734322818,-4.19458668933
87746305,La Roche-sur-Foron,74224,74,46.0439605907,6.30019937068
87486019,La Roche-sur-Yon,85191,85,46.667666065,-1.40789549545
87583427,La Rochefoucauld-en-Angoumois,16281,16,45.7299336635,0.358348473361
87437798,La Rochelle,17300,17,46.1624253247,-1.17346542091
87485003,La Rochelle,17300,17,46.1624253247,-1.17346542091
87755264,La Seyne-sur-Mer,83126,83,43.0892441682,5.87085483254
87592378,La Souterraine,23176,23,46.2367669508,1.47562912578
87396366,La Suze-sur-Sarthe,72346,72,47.8775782018,0.0247356130527
87582643,La Teste-de-Buch,33529,33,44.5580635539,-1.17475500323
87208553,La Tour-de-Salvagny,69250,69,45.8102907534,4.71232387082
87721548,La Tour-de-Salvagny,69250,69,45.8102907534,4.71232387082
87723478,La Tour-du-Pin,38509,38,45.5734193757,5.44522191404
87751529,La Trinité,6149,6,43.7432825092,7.33927501836
87756767,La Trinité,6149,6,43.7432825092,7.33927501836
87756775,La Trinité,6149,6,43.7432825092,7.33927501836
87723395,La Verpillière,38537,38,45.6376147273,5.14863625082
87393256,La Verrière,78644,78,48.7539631285,1.95082185569
87611459,La Ville-Dieu-du-Temple,82096,82,44.043001462,1.22112986574
87144147,La Vôge-les-Bains,88029,88,48.0150145522,6.25298665135
87212316,La Wantzenau,67519,67,48.6591629974,7.83167945309
87611129,Labarthe-Inard,31246,31,43.1080614053,0.832600028569
87612002,Labège,31254,31,43.5388911294,1.52150716053
87612028,Labège,31254,31,43.5388911294,1.52150716053
87673293,Labenne,40133,40,43.5952566355,-1.42958432956
87715219,Labergement-Sainte-Marie,25320,25,46.7793912951,6.27697773545
87313676,Laboissière-en-Thelle,60330,60,49.2868095176,2.15233783126
87582551,Labouheyre,40134,40,44.2201003888,-0.906559116293
87615526,Labruguière,81120,81,43.5091536038,2.26686956407
87645150,Lacapelle-Viescamp,15088,15,44.9255758961,2.27435986652
87592147,Lacelle,19095,19,45.64293155,1.83240931051
87613471,Laguépie,82088,82,44.1630052528,1.95816562755
87172072,Laifour,8242,8,49.9027897035,4.69557070334
87276204,Laigneville,60342,60,49.2973577256,2.43491180011
87471144,Laillé,35139,35,47.9670216059,-1.71393621328
87718437,Laissey,25323,25,47.3002745073,6.22787398066
87694596,Laizy,71251,71,46.91085583,4.18352298502
87584425,Lalinde,24223,24,44.8556466105,0.741802432571
87584441,Lalinde,24223,24,44.8556466105,0.741802432571
87611855,Lamagistère,82089,82,44.1321610173,0.821416980024
87753731,Lamanon,13049,13,43.7051055065,5.08883322001
87473108,Lamballe-Armor,22093,22,48.4850695935,-2.52999189987
87584243,Lamonzie-Saint-Martin,24225,24,44.8335298955,0.38824315679
