gares,UIC,2015,2016,2017,2018,latitude,longitude
SANTES,87286401,50164,49028,50672,46742,50.59201229999999,2.961977
RAEDERSHEIM,87182717,43876,45193,48062,46533,47.8869059,7.2840467
VELINES,87584177,53795,48681,50005,46346,44.8520145,0.10365839999999998
BISCHHEIM,87212308,43357,47311,45637,46267,48.6118352,7.7422165
GRANDVILLIERS,87313734,56726,54952,51804,45726,49.659377899999996,1.9384835999999999
LONGUYON,87194274,73542,54141,53746,45700,49.4442555,5.604482
LAIGNE SAINT GERVAIS,87396556,46203,50839,48473,45629,47.874007399999996,0.21720970000000003
VERVINS,87296129,63320,59760,57553,45483,49.8299236,3.8936312999999996
LUTTERBACH,87182667,65370,51735,47464,45475,47.7582136,7.276994
CHEVAIGNE,87471458,31216,35341,43305,45466,48.2089042,-1.6307622
MEHUN SUR YEVRE,87576116,62482,50613,51129,45373,47.1394406,2.2071342
SAINT GERMAIN SUR ILLE,87478016,41942,41635,40523,45270,48.2394802,-1.6541804
LORIOL,87761262,55570,47476,51460,45255,44.7544973,4.8171679
CAULNES,87473066,27383,31786,36453,45131,48.284426399999994,-2.155593
MARCELCAVE,87313445,40878,41024,41982,45126,49.853216499999995,2.5819031000000003
NOUVION SUR MEUSE,87172213,60999,61589,55084,45054,49.6973135,4.794973000000001
CLERVAL,87184622,47372,46613,56309,44943,47.396657700000006,6.4920574
PORT DE BOUC,87753459,61419,55870,54574,44933,43.4071317,4.984600599999999
CAVIGNAC,87491217,30154,31594,39048,44820,45.105163,-0.382243
FONT ROMEU ODEILLO VIA,87784819,45205,52548,52883,44814,42.49123170000001,2.0383917
SAINT ETIENNE LE CLAPIER,87726174,71280,55800,60756,44812,45.4371122,4.3782267
MACAU,87581199,36058,27089,36127,44811,45.0040981,-0.6200068
ALBI MADELEINE,87615195,63723,52085,55019,44787,43.938010999999996,2.1409629
CARHAIX,87473504,65011,60747,59810,44750,48.2780022,-3.5622172999999995
PONT DU CHATEAU,87734087,50059,49052,49169,44687,45.788554299999994,3.2377828999999996
LE CELLIER,87481168,33316,33439,41617,44667,47.3135164,-1.3506694
CUINCHY,87342410,47637,46774,47566,44635,50.521969299999995,2.7473533
CHENONCEAUX,87574491,46471,48163,48742,44593,47.330554,1.0661
SAINT MARTIN LE BEAU,87574459,50221,45520,46067,44485,47.35520579999999,0.9058417999999999
ARBOIS,87718155,50090,42298,50131,44352,46.912509,5.7648273
CHAMPAGNEY,87185348,43545,43374,46864,44324,47.7031399,6.7012773
AUBIGNY AU BAC,87345447,52267,49294,47944,44209,50.2685315,3.158706
BRIARE,87696088,50561,45392,48170,43985,47.6464312,2.7337154
THOUROTTE,87276741,58107,50881,53099,43935,49.476072200000004,2.8830021
MONTBARTIER,87611699,51823,54208,55637,43759,43.9241555,1.264501
PERRIGNIER,87745620,57082,50524,56060,43735,46.303259000000004,6.4249208
GIMONT CAHUZAC,87611772,57265,51139,56408,43555,43.633052500000005,0.8676246
SAINT AMOUR,87718296,40849,39554,45116,43525,46.4338244,5.3341853
NOGENT SUR VERNISSON,87684274,44440,46067,45666,43458,47.85279379999999,2.7375773
ARC ET SENANS,87718841,43531,47099,50233,43376,47.0303516,5.7767843
ETALANS,87718536,45347,47593,48453,43353,47.155884,6.2706173
ESTREES SAINT DENIS,87313387,46836,45474,45439,43288,49.438216100000005,2.642402
LE BUISSON,87595751,52212,47744,49851,43165,44.847229999999996,0.9081756
SAUJON,87491811,63819,59262,55241,43071,45.6665019,-0.9300187
SELTZ,87212431,38779,42967,44815,43068,48.8965635,8.0986724
MONTFORT LE GESNOIS,87396291,50736,48805,45537,42605,48.0405657,0.4064237
REIGNAC,87571455,49890,48974,43920,42591,47.2178494,0.9013322
CANTIN,87345413,44067,40891,45486,42550,50.3124545,3.121943
ARBANATS,87582726,40206,38451,40409,42489,44.6743555,-0.3954517
ESCHES,87272096,32991,38543,44624,42395,49.212520500000004,2.1708125
LUSIGNAN,87485540,44928,42441,45138,42193,46.435494899999995,0.11655499999999999
RAISMES,87343319,37624,39931,43713,42094,50.3902495,3.4788322
WALBOURG,87213405,39264,35223,39017,41875,48.8862164,7.8092705
VILLENEUVE SUR YONNE,87683219,51020,45946,46191,41845,48.085012899999995,3.2869251000000004
TARASCON SUR ARIEGE,87611590,49294,47722,52028,41781,42.8495385,1.5999321000000002
RONCHIN,87286534,47404,41057,42290,41638,50.604566399999996,3.0783734000000003
THIERS,87734475,57483,49971,49162,41587,45.8610502,3.5431797999999994
SAINT MARTIN D'ONEY,87671495,35243,37447,39972,41402,43.9301115,-0.6516933000000001
CADAUJAC,87582684,41806,38885,42938,41353,44.7520628,-0.5376186
MEZERIAT,87725838,43827,39154,42703,41173,46.2350502,5.046622
MARTIGUES,87753509,52934,47404,50797,41142,43.3929209,5.0257804
LANDEVANT,87476234,40203,41967,42063,40947,47.759578000000005,-3.1251312999999996
RETOURNAC,87734749,40724,39124,28972,40933,45.201346799999996,4.036116900000001
TURCKHEIM,87182352,50446,49116,49480,40872,48.085628799999995,7.279466
LE TREPORT MERS LES BAINS,87317529,56461,50976,49062,40868,50.0628592,1.3763738
SAINT ROMAIN LE PUY,87726430,47757,42368,41196,40735,45.55455429999999,4.1208275
MONTSURS,87478537,39516,43529,45273,40391,48.141490000000005,-0.5506416000000001
L'ARGENTIERE LES ECRINS,87763557,53159,51154,48578,40298,44.7909802,6.556416199999999
LA GOUESNIERE CANCALE SAINT MELOIR DES ONDES,87478099,26543,25954,31673,40271,48.614420700000004,-1.9058104999999999
ABANCOURT,87313759,39720,41097,43760,40228,49.6852237,1.7743058
STEENWERCK,87286161,49252,47340,43893,40214,50.713459,2.7855769
COUZON AU MONT D'OR,87721241,39429,39265,36115,40076,45.8486737,4.829478599999999
ARLEUX,87345421,51057,47584,45719,39776,50.286320399999994,3.1208072999999996
MOOSCH,87182592,36129,33328,38416,39646,47.8607454,7.050763099999999
LA WANTZENAU,87212316,49467,51689,40097,39613,48.665189500000004,7.8247832
MONTENDRE,87491183,35834,30200,38497,39578,45.280545700000005,-0.3961726
CHEVILLY,87543041,39457,35607,33060,39508,48.026621500000005,1.8793012999999998
SOULAC SUR MER,87581371,32954,30531,36686,39300,45.508176899999995,-1.1175893999999997
DARDILLY LE JUBIN,87721449,53696,45996,42798,39246,45.815143,4.7613451
HANGEST SUR SOMME,87313114,42167,37669,39105,39230,49.9822011,2.0661412
WESSERLING,87182618,44627,41752,42020,39150,47.8899651,6.9975190000000005
REGNY,87721050,30071,28205,40143,39049,45.987705,4.2150753
WILWISHEIM,87212175,34845,32878,33171,39001,48.745831,7.5077599
VILLEPERDUE,87575043,38631,37417,40080,38976,47.2020438,0.6336449000000001
HIRSON ECOLES,87324335,58573,57946,51563,38649,49.9288321,4.0861491
PONT DE VEYLE,87725804,47317,42217,43783,38597,46.2679114,4.8930347
RETIERS,87471359,89786,75621,43416,38574,47.9132599,-1.3898438999999998
SAINT GILDAS DES BOIS,87476762,43785,49031,47967,38546,47.516614000000004,-2.0438923
VENDEUVRE,87118257,43824,36816,38538,38423,48.2400686,4.467213500000001
L'HERMITAGE MORDELLES,87471060,41392,41128,39823,38393,48.123142,-1.8192987
LE THOR,87765453,49717,42567,44403,38304,43.9265047,4.9962663
GARDONNE,87584235,33820,37294,43953,38151,44.834753799999994,0.33194270000000003
CHAMPTOCE SUR LOIRE,87484352,28233,27186,32871,38102,47.410245700000004,-0.8685746999999999
ABBARETZ,87481614,35989,33022,35637,38027,47.5546432,-1.5244159
IMPHY,87696450,39324,34098,41014,38022,46.9333537,3.2597112999999998
BALLAN,87571604,38356,33804,36096,38016,47.3369919,0.6188975
SAINT BLAISE LA ROCHE POUTAY,87214742,44420,44584,44093,37984,48.4076094,7.165328999999999
STEPHANSFELD,87212126,37920,40467,43225,37952,48.717587200000004,7.7045946
LE LUC LE CANNET,87755405,38783,42799,43411,37872,43.390237899999995,6.3430972
SAINT CHELY D'APCHER,87783241,36898,36039,33932,37726,44.8017375,3.2706895
SAINT LAURENT GAINNEVILLE,87413310,40212,39789,39359,37494,49.5285649,0.2522963
SAINT PIERRE SUR DIVES,87444216,35797,32687,36578,37490,49.0231057,-0.040585500000000004
ARVANT,87734251,43701,37279,42656,37485,45.365379700000005,3.3106747000000003
LUDON,87581181,26090,19439,31621,37270,44.9744015,-0.6118009
SAINT LEONARD DE NOBLAT,87592071,44277,44698,43087,37179,45.8320199,1.481686
ALAI,87722744,21972,27939,35720,37031,45.752119799999996,4.7717824
BRAZEY EN PLAINE,87713644,43147,43049,43808,36959,47.1314549,5.2121276
LONGUEIL SAINTE MARIE,87276303,43509,46989,45314,36959,49.3425377,2.7175537
WIHR AU VAL SOULTZBACH,87182378,38570,38444,41448,36849,48.046052200000005,7.209535099999999
AVALLON,87683789,39727,36096,41444,36833,47.4957553,3.9124462999999996
KERHUON,87474213,38793,39222,38626,36793,48.409662700000005,-4.3882136
LA BRILLANNE ORAISON,87751271,41003,44507,49826,36763,43.9247771,5.8923199
MONTRABE,87611848,47262,44147,47958,36713,43.6450204,1.5240482
MAYET,87396580,35328,34907,33544,36665,47.760146500000005,0.2659384
ROMANECHE THORINS,87725739,37227,37298,38947,36632,46.17639129999999,4.7421014
ZILLISHEIM,87182196,33298,32455,33699,36631,47.694314299999995,7.294537599999999
SAINT HILAIRE DE RIEZ,87486563,18369,28000,34439,36487,46.7166736,-1.9496838
SAINT MEDARD DE GUIZIERES,87584607,31399,36113,41114,36412,45.0155723,-0.0488253
BRETEUIL,87313247,39090,36571,36651,36295,49.626389,2.3845164
CERCOTTES,87543033,29910,29410,31548,36191,47.98615529999999,1.8849813000000002
MONTBIZOT,87396044,29633,31960,35712,35995,48.151513,0.19086070000000002
LANDRY,87741777,34715,36052,36903,35932,45.574171299999996,6.7338182
DRAP CANTARON,87756775,28312,34710,37112,35806,43.7599599,7.3168739
THOUARS,87487009,52019,50324,49652,35762,46.985244200000004,-0.20979410000000004
NOUAN LE FUZELIER,87543157,39077,39239,40678,35741,47.53377879999999,2.0330957
BLAISY BAS,87713073,42547,39991,43707,35558,47.373442700000005,4.7410755
MONSEMPRON LIBOS,87586453,45076,42401,39031,35246,44.486631,0.9412277
BONNEVAL,87545731,43229,36828,37827,35211,48.186295799999996,1.3861845
MERICOURT RIBEMONT,87313064,29761,30772,32162,35096,49.9556384,2.5726254
CHANTENAY,87481051,26504,28301,30325,35066,47.1971227,-1.5943633999999998
PUYOO,87672279,44584,40672,42721,35064,43.524542499999995,-0.9108149
SAINT JEAN D'ANGELY,87491357,51363,48961,41399,35005,45.9407739,-0.5097829
PORT SAINTE MARIE,87586107,49159,40541,41324,34778,44.2504383,0.3905059
PAREMPUYRE,87581710,19234,18297,23953,34682,44.9447032,-0.6193396
BOUCHAIN,87345389,32641,33429,36656,34644,50.278089200000004,3.3319096
KESKASTEL,87215491,48090,46027,43443,34433,48.9656988,7.0489315
HUNDLING,87193540,37398,35071,34555,34386,49.106694899999994,6.9775394
EYMOUTIERS VASSIVIERE,87592121,39292,38792,39685,34357,45.7397876,1.7412237000000002
BRIOUZE,87448084,32692,34775,35494,34356,48.7018622,-0.36820359999999996
JARNAC,87491472,43809,43861,42313,34251,45.6711292,-0.17776129999999998
BRUGES,87581736,26452,20216,29204,34218,44.8870124,-0.609445
VOVES,87545707,27688,27529,33236,34200,48.275009499999996,1.6222874
DOMBLANS VOITEUR,87718213,44879,41664,41499,34199,46.7627809,5.5977462
TENAY HAUTEVILLE,87743757,32579,30561,34113,34144,45.9222096,5.5016101
BOUTHEON,87726216,36970,32179,37248,33990,45.524628899999996,4.2777187
PENHOET,87321745,30736,34666,34382,33875,47.290744399999994,-2.2008664000000002
ARTIX,87672212,41904,38018,40928,33858,43.393106200000005,-0.5701881
CORON DE MERICOURT,87345132,30520,31558,35421,33675,50.4150048,2.8854083999999998
ERDRE ACTIVE,87590356,20552,23906,31751,33668,47.2830678,-1.5446088
SAALES,87214783,31968,31978,34911,33627,48.3471556,7.1103726
VIVONNE,87575290,43995,37011,37480,33548,46.426635499999996,0.2653156
VARILHES,87611327,50304,45532,43364,33531,43.041559299999996,1.6284818
PONT DE BOIS,87286831,19530,25071,28859,33493,50.62403,3.13026
MONTEROLIER BUCHY,87411454,33569,31402,32289,33488,49.6031854,1.3347457
SAINT MEDARD SUR ILLE,87478024,46537,43871,43477,33338,48.2742219,-1.6674886000000002
SAINT SULPICE LAURIERE,87592345,48585,46898,39036,33281,46.046918299999994,1.4762218
FRONCLES,87142240,33672,32377,34600,33271,48.2964154,5.1419387
PORT DE PILES,87575076,36072,38779,38060,33146,47.0102599,0.5989179
FONTAINES MERCUREY,87713586,35110,34670,38084,33136,46.8512109,4.7750693
MALAIN,87713065,35307,35659,34726,33070,47.3270025,4.8105362000000005
SAINT ANTOINE,87751826,30930,30814,38804,33061,43.3695993,5.3578102
VALLEIRY,87745414,24507,20449,36046,33024,46.1092875,5.96735
PONT SAINT VINCENT,87141523,36445,33702,32818,33019,48.6023732,6.1031502
BITSCHWILLER,87182576,37642,33589,35640,32939,47.827371899999996,7.078514
WILLER SUR THUR,87182584,38789,37509,38078,32699,47.8425494,7.0693196
LOGELBACH,87182345,36040,31195,31769,32443,48.087299,7.3206082
DENAIN,87343459,28346,27111,31612,32400,50.3345415,3.388699
MONTMORILLON,87575480,47460,46248,46147,32379,46.4174979,0.8737466999999999
PONTANEVAUX,87725721,36131,35218,36465,32343,46.2130321,4.7728890999999996
MONNAIE,87574681,28395,29767,31161,32319,47.498749100000005,0.7932851
BRION MONTREAL LA CLUSE,87131961,44243,38422,32521,32292,46.1757013,5.5585203000000005
VAYRES,87584714,18649,19040,23578,32246,44.89717,-0.31686
JARVILLE LA MALGRANGE,87141010,25777,27278,30080,32184,48.6698381,6.2024643
THANN CENTRE,87472605,25570,24095,27435,32137,47.8099229,7.101046000000001
MONTATAIRE,87276618,26930,32743,33684,32123,49.2510365,2.4362155
LE MEUX LACROIX SAINT OUEN,87276733,33071,34529,34707,32022,49.3594029,2.7532645000000002
L'ESCARENE,87756809,21104,24023,33789,31953,43.8397674,7.351708500000001
LA POTERIE,87334508,33870,38781,43870,31844,48.0923448,-1.6307729
SARLIEVE COURNON,87734152,38706,32533,37747,31825,45.738769700000006,3.1681196
GAURIAGUET,87491225,24319,25723,31982,31528,45.0542936,-0.39926890000000004
CORDEMAIS,87481820,29540,28563,29016,31510,47.30215020000001,-1.8466771
FORS,87485326,28785,29733,32571,31508,46.2345203,-0.4069449
CHATEAU ARNOUX SAINT AUBAN,87751230,39276,38741,40836,31432,44.0615651,5.997373400000001
MALANSAC,87476689,26583,26645,28905,31400,47.6756185,-2.2961796000000003
HALTE DE FONTANIL – LYCEE DE DRAP,87565143,24618,29719,36186,31377,43.764152100000004,7.3388541
SAINT SEBASTIEN PAS ENCHANTES,87354589,25589,30729,31559,31292,47.2069513,-1.5109069
EGLETONS,87594168,34935,33571,31977,31158,45.4023816,2.0651243000000004
BROONS,87473074,21995,20214,24009,31064,48.33329570000001,-2.2356578
OERMINGEN,87215632,37456,36006,34756,30956,49.000372399999996,7.1317322
RONCHAMP,87185314,33001,31724,31536,30923,47.699030799999996,6.6232790999999995
REIGNIER,87746511,44274,45608,50371,30905,46.1256159,6.267546599999999
MATZENHEIM,87214130,32089,32394,33544,30896,48.3987556,7.6196003
JOEUF,87191700,35302,34647,37144,30885,49.2250083,6.017702099999999
MORIERES LES AVIGNON,87765420,31540,32981,34923,30776,43.9414696,4.9082052
METZ NORD,87192070,17291,24440,30222,30706,49.13673,6.16791
LAMANON,87753731,24474,26520,31118,30637,43.6999662,5.0913333
LACOURTENSOURT,87611434,32813,29162,30941,30550,43.6638838,1.4138687
MARSEILLE EN BEAUVAISIS,87313726,34494,34684,34135,30307,49.5709066,1.9546348999999998
LABENNE,87673293,27985,27795,30003,30245,43.587050899999994,-1.4288712
LA GUIERCHE,87396036,30243,32008,32061,30191,48.1138773,0.1931016
AUNEAU,87545657,32939,33197,31784,30121,48.445824200000004,1.77998
PIERRE BENITE,87722231,31180,25259,30331,30102,45.70667720000001,4.8245059
AUBIE SAINT ANTOINE,87491233,16770,19925,25566,30075,45.015141899999996,-0.4198843
GOXWILLER,87214270,30676,32784,33214,30005,48.4327551,7.4787296
DAMBACH LA VILLE,87214213,36828,37956,33397,29842,48.321634499999995,7.435556500000001
CORBEHEM,87345116,34093,30967,31272,29762,50.3428545,3.0405375
MASSIAC BLESLE,87734871,36218,30154,31636,29593,45.253769500000004,3.1965517999999995
WALLERS,87343301,25866,27029,32284,29475,50.384611,3.3937454
EPIERRE SAINT LEGER,87741280,30275,28939,32609,29200,45.457027000000004,6.292521
VOREY,87734723,34581,35398,24157,29189,45.1829093,3.911422
SAVY BERLETTE,87342253,36355,38536,35026,29081,50.3538756,2.5577316000000003
CHAMPAGNOLE,87715326,27213,29142,33993,28993,46.749298100000004,5.9100314
GRAVELINES,87281246,20857,24117,27184,28939,50.978736,2.1232852
HAYBES,87172106,35602,30350,30012,28905,50.011688799999995,4.7045378
MUHLBACH SUR MUNSTER,87182733,31602,31930,30407,28888,48.024607700000004,7.0875666
CONDAT LE LARDIN,87594382,33378,32351,33306,28841,45.1267128,1.2267493
VALLON EN SULLY,87641357,35921,31587,32852,28753,46.536328399999995,2.6107538
LE CHAMBON FEUGEROLLES,87726711,33520,27641,32783,28741,45.3947427,4.322382299999999
PORT SAINT PERE SAINT MARS,87481218,13907,16226,24761,28618,47.116491499999995,-1.7393068999999999
LOOS LEZ LILLE,87286112,28504,27143,29733,28581,50.6128165,3.0170581000000003
BOIS D'OINGT LEGNY,87721787,49282,46924,25221,28578,45.9065839,4.575043
SERQUIGNY,87444315,29582,25877,30214,28468,49.1074117,0.7189895000000001
LA GUERCHE SUR L'AUBOIS,87576470,27400,29628,31303,28453,46.947738799999996,2.9485731
THOUARE,87481143,28114,24235,26021,28424,47.2651143,-1.4409626
VOUGEOT GILLY LES CITEAUX,87713511,41974,31697,32250,28416,47.1755556,4.9715685
ESVRES SUR INDRE,87571422,21833,22697,24786,28381,47.2841016,0.7816519000000001
SAINT SAVIOL,87575365,36325,36576,34869,28325,46.1470046,0.2179
NEUVIC,87595272,35120,34595,34788,28205,45.099963200000005,0.44501620000000003
POLIENAS,87761742,23765,27219,32515,28145,45.256006,5.4735849000000005
SAINT JULIEN CLENAY,87713834,29962,28224,28595,28038,47.406013200000004,5.1281864
SENNECEY LE GRAND,87725614,28731,25891,29405,27942,46.6406445,4.874316
CHAMOUSSET,87741231,26523,28457,32484,27915,45.5575744,6.2067432
YFFINIAC,87473116,36880,39189,33222,27911,48.470246200000005,-2.6524629
MOYEUVRE GRANDE,87191718,28049,26040,27842,27761,49.246713,6.043226
ROUNTZENHEIM,87212373,34186,32156,29914,27752,48.820434999999996,8.0119078
LILLE PORTE DE DOUAI,87287250,19537,21322,23505,27727,50.6119054,3.075837
EBBLINGHEM,87281469,26163,24213,24707,27692,50.7306459,2.409148
RUMINGHEM,87287300,24833,24239,24848,27684,50.8620636,2.1576706000000003
SAINT LAURENT DE LA PREE FOURAS,87485136,31888,32003,37600,27653,45.993000200000004,-1.0274305000000001
MARGAUX,87581215,27136,21389,23835,27648,45.035830700000005,-0.6854145
LOIVRE,87171728,30100,30161,32324,27644,49.346678600000004,3.9906699
LIVERDUN,87141069,18548,20434,24551,27533,48.7493158,6.0617374
NUITS SOUS RAVIERES,87713156,31124,29464,30273,27520,47.729114200000005,4.211186
AVORD,87576439,26562,26384,28903,27513,47.0349061,2.6523757000000003
SAINT DENIS DE PILE,87584508,24944,24099,25184,27509,44.9786053,-0.1980825
VERETZ MONTLOUIS,87574434,24904,26307,25284,27456,47.371505799999994,0.8199079
GRAFFENSTADEN,87212241,35392,29117,28914,27446,48.5324375,7.689786099999999
GAZERAN,87393348,77530,58510,30239,27332,48.625918299999995,1.7718857
LE GRAND JARDIN,87444323,23324,23684,30546,27263,49.15058270000001,0.2271143
BREITENBACH,87182659,31894,31159,28724,27185,48.0285326,7.1040522
BEGLES,87581801,22853,18524,24941,27100,44.799538899999995,-0.5552495
LOUHANS,87713735,28046,24194,28890,26942,46.6309,5.2174853
CHATEAULIN,87474064,39666,28102,15531,26892,48.2016033,-4.094308
BOUAYE,87481200,17241,19697,25179,26796,47.1380806,-1.6810991999999998
DAOURS,87315044,26913,28037,28859,26769,49.899267,2.4590533
MENDE,87783605,27755,28817,26957,26699,44.522321999999996,3.5019875
CONTREXEVILLE,87144287,43759,37163,30915,26665,48.179612899999995,5.890633
CERCY LA TOUR,87696492,34819,33533,33395,26574,46.8578816,3.6452029
COLLONGES,87713321,27526,29002,25943,26571,47.2212533,5.2653478
SAINT SEBASTIEN FRENE ROND,87354597,15863,21474,24981,26294,47.190391399999996,-1.4957437
YGOS,87671487,22433,27292,29843,26203,43.978185100000005,-0.7361528
GENOLHAC,87775213,26947,30160,28878,26077,44.3471626,3.9516407
SAINT JULIEN DU SAULT,87683227,25646,24854,28506,26061,48.0269195,3.302688
HESDIGNEUL,87317107,28132,26453,27056,25969,50.6609475,1.6669967
AMBAZAC,87592311,34127,31750,30597,25961,45.9529056,1.406501
SAINT ETIENNE DU ROUVRAY,87411215,25593,23572,25475,25943,49.3771553,1.1095673000000001
DISSAY,87575191,27494,26809,26942,25892,46.703544,0.4210161
FOECY,87576108,24726,22704,25935,25818,47.1756905,2.1625062
PONS,87491100,26179,18810,25210,25663,45.578076700000004,-0.5389124
ANDREZIEUX,87726406,24472,19699,23002,25637,45.5217037,4.254834
ELOYES,87144436,27749,23985,25110,25630,48.087067,6.6001593
VOIVRES,87396358,22490,24400,24988,25628,47.9304199,0.0853466
LES FONTINETTES,87317305,22148,24663,26935,25605,50.940831,1.8496343000000002
SAONE,87718502,30774,27235,29757,25591,47.2097669,6.101308900000001
HOMECOURT,87191692,28983,32861,31140,25483,49.21829879999999,5.999171400000001
CHEVRIERES,87276311,29656,24604,27867,25476,49.3373064,2.6828025
SAINT CLAUDE,87743633,33303,33065,33105,25474,46.3899539,5.860347099999999
LA CHAPELLE CENTRE,87481564,20869,24851,24352,25404,47.297202899999995,-1.5480120000000002
PELTRE,87192203,33283,29581,26189,25365,49.073877,6.2220476
LABOISSIERE LE DELUGE,87313676,17744,21395,23832,25292,49.288536799999996,2.1361486000000003
LANGOGNE,87734350,26222,29672,30735,25211,44.732776,3.8573047
LUZY,87696534,24750,26487,29424,25180,46.79407929999999,3.9693245000000004
JAUNAY CLAN,87575217,27393,28974,29059,24999,46.682044,0.3816535
SEPTEMES,87751800,34406,34850,32544,24987,43.403113700000006,5.3701756
SENAS,87753715,19725,20299,20981,24934,43.7409571,5.073364499999999
SAINT CLEMENT LARONXE,87141374,33290,27597,25189,24874,48.5312283,6.6081107999999995
SAINTE MARTHE EN PROVENCE,87751842,57591,53580,52239,24839,43.3392414,5.390412
LA BASTIDE SAINT LAURENT LES BAINS,87775171,35358,31175,26453,24742,44.5934829,3.9042849000000004
HEILIGENBERG MOLLKIRCH,87214627,26619,26881,25236,24619,48.5273135,7.381425999999999
KOGENHEIM,87214114,31420,29731,26817,24598,48.3389532,7.535308500000001
RULLY,87712026,24306,23150,23776,24595,46.88043029999999,4.761033
FELLERING,87182626,27050,29282,26713,24528,47.8975893,6.987134700000001
LA CLAYETTE BAUDEMONT,87694737,29159,25457,21946,24523,46.2881469,4.2984195
TERRASSON,87594408,26472,25952,26199,24483,45.1357901,1.3004219
LA BASSE INDRE SAINT HERBLAIN,87481069,25242,30154,28283,24395,47.204087200000004,-1.6603088
FRONTENEX,87741629,30446,31856,30272,24340,45.630546100000004,6.3140556
AISEREY,87713636,26267,24135,25375,24241,47.170501,5.1582447
GERTWILLER,87214254,25690,24846,25665,24238,48.41336210000001,7.4663166
BEAUVOIR SUR NIORT,87485342,22629,24095,24545,24235,46.1768857,-0.46875439999999996
LONGUEVILLE SUR SCIE,87415141,21388,20924,25154,24211,49.7917558,1.1103433999999999
CESSIEU,87723452,29255,29978,26634,24194,45.5611596,5.376117900000001
KRUTH,87182642,25185,25602,25830,24164,47.92396,6.9690938
BESLE,87471219,20567,20651,22423,24110,47.698878799999996,-1.8706374
CRECHES SUR SAONE,87725713,19655,22116,25708,24107,46.24617620000001,4.7840233
CHORGES,87763425,32345,28091,30826,24056,44.545841499999995,6.2718887
BASSENS,87581850,16097,13263,18450,24017,44.9012933,-0.5223144000000001
LA BOHALLE,87487843,23516,24581,23632,24016,47.4342356,-0.40004259999999997
CALLAC,87473546,22912,21166,24032,23917,48.4062201,-3.419782
MONESTIER DE CLERMONT,87747592,29440,29181,31707,23908,44.911996,5.6339702
L'ARIANE LA TRINITE,87751529,14802,17609,23129,23898,43.7343716,7.302529799999999
LA BERNERIE EN RETZ,87481267,8984,15664,22179,23817,47.08326160000001,-2.0341408
DARDILLY LES MOUILLES,87721480,11502,19157,19482,23723,45.796740899999996,4.7600288
LUCHON,87611236,42046,35488,31900,23722,42.7972746,0.5964686
SELLES SUR CHER,87576868,27074,26726,26682,23660,47.2816956,1.5461989
COARRAZE NAY,87672139,31465,31170,31709,23642,43.1818351,-0.24164290000000002
MONTFAVET,87765412,21094,20494,23364,23635,43.932635,4.873943
BOUZONVILLE,87193177,30252,27628,28274,23612,49.2899739,6.5293735999999996
NAINTRE LES BARRES,87575175,30103,28130,25714,23428,46.759530299999994,0.49634459999999997
LUCE,87394015,25563,23957,25277,23380,48.4366725,1.4529681
GERZAT,87734046,29522,29640,28307,23326,45.8335879,3.1431044999999997
PLECHATEL,87471177,24308,21978,16583,23326,47.871950899999995,-1.7763615000000001
AMILLY OUERRAY,87394205,23290,25333,23907,23309,48.4381825,1.3892882
MONTIVILLIERS,87413724,35185,32244,30880,23296,49.5429758,0.189426
BRESSUIRE,87487249,28442,25549,26896,23188,46.83844620000001,-0.4963269
EU,87317537,37137,32507,31177,23158,50.054198799999995,1.4168370000000001
BREVAL,87381624,28116,36687,37015,23156,48.94336,1.5419100000000001
LA RIVIERE,87715144,17667,18742,23565,23125,46.8701507,6.2133331
BELLAC,87592485,32527,36091,34347,23075,46.1252044,1.0461168
BELLEVILLE,87141804,28800,28504,28306,23040,48.8195721,6.101864099999999
NEUSSARGUES,87645507,24880,25845,27451,22999,45.1253044,2.9791866000000002
LALINDE,87584441,22561,20266,22235,22985,44.8396152,0.7427811
BLANGY SUR BRESLE,87313809,32310,31100,28546,22833,49.9326071,1.6259073999999998
LONGUEIL ANNEL,87272195,18279,21086,23440,22726,49.4672441,2.8634086
NOUZONVILLE,87172023,39711,37045,30330,22648,49.8120125,4.7428155
BANNALEC,87474189,23529,23072,22688,22562,47.9267473,-3.7065268
DONCHERY,87172239,21570,26258,25803,22467,49.6981267,4.8747529
MOREZ,87715441,26514,26146,27014,22414,46.526216600000005,6.023578
EPFIG,87214221,30750,26405,24355,22409,48.3637643,7.4504053
CHAUFFAILLES,87694778,31888,26957,19261,22345,46.207455200000005,4.3454277999999995
MONTAUDRAN,87612010,26387,26943,26320,22343,43.5734591,1.4804356
RENESCURE,87281451,20960,21329,21080,22340,50.732006,2.3713644
LE LIORAN,87645473,25580,29539,23083,22312,45.0905458,2.7533365
PRINGY,87746206,23469,20144,25311,22265,45.9395239,6.1232736
FARSCHVILLER,87193524,21087,20971,21467,22125,49.087877299999995,6.908081500000001
PORT VENDRES,87784264,26408,23463,24506,21974,42.5136077,3.1025762
COURTHEZON,87765180,26800,30388,29997,21910,44.0899478,4.888180200000001
SAINT FLOUR CHAUDES AIGUES,87783175,31195,24011,23882,21879,45.035012200000004,3.1062862
CLAMECY,87696807,25616,23797,24943,21852,47.4666984,3.5207672
MARVEJOLS,87783282,33040,29945,25742,21787,44.54468189999999,3.2810718
SAINTE EULALIE CARBON BLANC,87491282,11962,12565,17244,21773,44.8978327,-0.4939737
