gares,UIC,2015,2016,2017,2018,latitude,longitude
LENTILLY,87721555,330415,341186,395910,391407,45.82163,4.667103
SALLANCHES COMBLOUX MEGEVE,87746438,384740,386257,411412,389159,45.935702,6.636431
MONTLUCON,87641001,475707,429584,432186,386620,46.338101,2.596159
VILLENEUVE LOUBET,87756304,322873,335011,404818,380509,43.629928,7.134066000000001
BANDOL,87755223,383255,394520,426078,380402,43.140344,5.750118
PHALEMPIN,87286500,354358,341704,382441,380021,50.5154,3.0199
ALTKIRCH,87182238,355644,358550,388164,379683,47.6270174,7.2392493
COURVILLE SUR EURE,87394221,384193,365994,371373,377459,48.451236,1.234836
CAHORS,87613000,448317,435792,443887,373914,44.449275,1.433325
MEUNG SUR LOIRE,87574137,351263,336277,363228,372678,47.829926,1.6919279999999999
GAP,87763003,446858,431105,446455,368393,44.563693,6.085637999999999
SCHIRMECK LA BROQUE,87214692,401819,394231,396234,367270,48.479729999999996,7.21594
LA SEYNE SIX FOURS,87755264,349675,370489,407423,366694,43.116959,5.876966
VARANGEVILLE SAINT NICOLAS,87141101,317417,318914,365778,365340,48.63533929,6.31286037
ROMILLY SUR SEINE,87118158,382773,368117,368871,365097,48.514433000000004,3.7288870000000003
ALBERTVILLE,87741645,447873,413281,420262,363439,45.672977,6.383167
RETHEL,87172270,438181,413077,415115,362595,49.504393,4.369566000000001
BARR,87214247,378638,363305,373021,362335,48.403293299999994,7.4565189
BOULOGNE TINTELLERIES,87317016,383316,365365,383423,357726,50.72729,1.60904
LA FERTE BERNARD,87396325,442860,411953,403104,357667,48.186488700000005,0.6397109999999999
SAINT JEAN DE MAURIENNE ARVAN,87742320,396826,384366,397194,353312,45.277542,6.354716000000001
FRONTIGNAN,87773556,401340,406562,423739,350713,43.444934,3.758689
BORNEL BELLE EGLISE,87276717,359394,373463,382303,348573,49.19471,2.20717
CHARMES,87144055,360765,350563,355509,345574,48.378483,6.301537000000001
AMPLEPUIS,87721035,361664,372581,397295,345515,45.970982,4.326844
DOMBASLE SUR MEURTHE,87141119,385871,364708,364452,344036,48.623275,6.343478
BRIGNAIS,87722728,256171,297636,340581,343286,45.6737721,4.7636595999999995
ARGENTAN,87444539,387799,364748,372634,343060,48.738545,-0.025291
MIRIBEL,87723528,353804,338666,356059,342954,45.822088,4.95394
LIANCOURT RANTIGNY,87276212,346075,353433,369065,342723,49.324709999999996,2.44532
MEZIDON CANON,87444208,397529,388251,386876,341993,49.071,-0.07496
VOREPPE,87747337,339514,317716,350280,340896,45.290417,5.632119
SAINT RAMBERT D'ALBON,87761106,354871,359236,370028,339771,45.297796999999996,4.810849
BERGERAC,87584268,361849,343754,371690,339295,44.857061,0.489174
AUXONNE,87713347,337148,340160,355617,338385,47.192663,5.37737
LOZANNE,87721423,388852,378955,408359,337940,45.85414,4.681501
NORT SUR ERDRE,87481598,265831,298998,335380,337854,47.4419243,-1.5033645
QUIMPERLE,87476317,347135,333206,353182,336604,47.869375,-3.552693
SECLIN,87286518,323424,328857,344185,335336,50.5486319,3.0350083999999997
PAMIERS,87611343,443092,427223,431905,334225,43.116207,1.619451
COMBOURG,87478057,334446,328650,334961,333160,48.416090000000004,-1.7279200000000001
SEDAN,87172254,409997,388028,380575,331568,49.695024,4.930373
TASSIN,87721514,291967,325657,343825,330688,45.761509999999994,4.75857
SIERENTZ,87182105,314449,320883,320660,327994,47.656046999999994,7.459142
CHAMPAGNE SUR SEINE,87682450,297613,307915,322847,327580,48.406531,2.799184
GRASSE,87757724,375035,345475,126470,325225,43.653317,6.925524
BOLLWILLER,87182709,323479,321937,326234,324461,47.8569694,7.267255499999999
PIERRELATTE,87764308,357908,328305,356177,322604,44.374719,4.7037830000000005
SAINT VALLIER SUR RHONE,87761130,355464,348241,354429,322051,45.186395000000005,4.81439
CERONS,87582742,246131,265255,291943,321075,44.632346000000005,-0.340526
CASSIS,87751776,283616,297812,339869,320576,43.23406,5.5530550000000005
LA BASSEE,87342436,301583,327529,344024,318305,50.52799,2.80482
MUNSTER,87182394,343104,345049,345654,315192,48.0383438,7.1341728
TOUL,87141044,290084,288052,323295,314423,48.679018,5.880615
CARPENTRAS,87765735,149254,257686,356186,313065,44.049948799999996,5.044141000000001
CLERMONT LA PARDIEU,87782607,386177,362136,383228,310048,45.766946999999995,3.134163
DOURGES,87345165,314252,300882,318832,309676,50.43192,2.98697
MONTREUIL SUR ILLE,87478032,304407,302818,311629,309137,48.307292,-1.6741549999999998
CASTELNAUDARY,87615039,368305,372905,384937,309127,43.312292,1.95039
COLOMIERS,87611467,388807,368906,388358,308601,43.603734,1.3342209999999999
BLAINVILLE DAMELEVIERES,87141135,369727,348992,330346,307683,48.564971,6.386953
VESOUL,87185009,453328,412068,415106,306779,47.6177734,6.1519260000000004
MUTZIG,87214585,299946,306121,323407,305163,48.533775299999995,7.462158099999999
REMIREMONT,87144451,333505,313336,329057,303414,48.016363,6.598855
CHARBONNIERES LES BAINS,87721530,283231,294320,316262,302447,45.782142,4.735912
LILLE CHR,87109306,271035,274847,299569,299508,50.61432,3.03432
RANG DU FLIERS VERTON BERCK,87317057,321071,305296,323683,299375,50.41579,1.64805
LEFOREST,87345223,278649,280768,310182,299177,50.4278,3.05977
TOURNUS,87725622,346205,305288,330762,298738,46.56668,4.906647
PONTCHAILLOU,87471391,272932,261317,290728,298567,48.11918,-1.69107
PORTET SAINT SIMON,87611400,430877,382070,388162,296556,43.527904,1.389243
BEAUTIRAN,87582700,223526,252580,275980,294931,44.701041,-0.45016999999999996
BRIGNOUD,87747451,319511,294371,324827,293856,45.26245,5.901472
AUDRUICQ,87281428,288767,292105,305750,291570,50.87567,2.0763599999999998
LE PUY EN VELAY,87734699,314622,298133,258444,290301,45.042866,3.892421
SAINT ANDRE DE CORCY,87723734,296470,298633,312523,288219,45.925911,4.948846
BONNEVILLE,87746339,245051,248596,296238,287469,46.077771999999996,6.416524
SAINT AVOLD,87193318,333759,309258,329339,286866,49.085873,6.720614100000001
ALBIGNY NEUVILLE,87721266,299538,289738,307525,286806,45.874921,4.8328739999999994
SAINT CYPRIEN ARENES,87446179,380889,354885,360548,286794,43.593438,1.417986
L'ISLE JOURDAIN,87611806,327705,327780,348704,286500,43.617185,1.0898290000000002
MESSAC GUIPRY,87471185,316615,306947,306944,285553,47.82225,-1.8182200000000002
HABSHEIM,87182089,281835,276790,285021,284751,47.737691,7.417978999999999
BIOT,87757690,314143,244871,299102,284370,43.610951,7.12609
MOMMENHEIM,87212142,255341,263700,272518,283988,48.75615870000001,7.6422273
ALOUETTE FRANCE,87581793,239759,231359,258716,283035,44.793355,-0.65965
INGWILLER,87213785,279117,279554,287070,279666,48.8723277,7.477155000000001
BARENTIN,87411264,350326,318445,298319,278674,49.549123,0.9535170000000001
BILLY MONTIGNY,87345140,266380,254399,277286,276449,50.41556,2.91206
NUITS SAINT GEORGES,87713529,317028,299429,302742,275836,47.130545,4.9562040000000005
LOCHES,87571471,280681,277854,268036,275147,47.130464,1.000467
GENLIS,87713313,292316,284780,299221,275055,47.244578999999995,5.223406
DON SAINGHIN,87286435,293755,286843,295907,274350,50.551759999999994,2.91458
VERGEZE CODOGNAN,87775114,266238,276713,309295,272755,43.739877,4.2188419999999995
CANNES LA BOCCA,87757617,239710,244093,436793,272091,43.548787,6.986600999999999
VALOGNES,87447284,314459,296431,306272,271835,49.505454,-1.47986
THAON,87144097,337419,302094,304609,271513,48.24465,6.416384
MAIZIERES LES METZ,87191106,308818,295450,303790,270820,49.2155349,6.1588762
LE TEICH,87582601,243485,237255,258851,268380,44.632507000000004,-1.025556
FIRMINY,87726729,308309,268823,361140,267265,45.391625,4.28643
SALON,87753764,282394,262943,280702,266415,43.639061,5.088569000000001
MER,87574194,282408,264216,273336,266397,47.705859999999994,1.506373
LANGEAIS,87571828,239394,238328,258389,265823,47.324114,0.41055699999999995
PONTCHATEAU,87481846,292744,292237,282801,265775,47.435399,-2.0882009999999998
CARBONNE,87611061,356478,330631,344989,264763,43.298206,1.212531
LENTILLY CHARPENAY,87566919,194189,228454,277917,264640,45.8165247,4.6824009
LILLERS,87342238,338450,318028,315620,262906,50.56163,2.47903
GRANVILLE,87447680,247228,265249,270131,261452,48.838456,-1.5877569999999999
ELBEUF SAINT AUBIN,87411173,290970,254212,259269,258562,49.302766,1.00993
ROSHEIM,87214320,238821,248874,258569,258334,48.50525,7.4909300000000005
HOCHFELDEN,87212167,262622,260969,272514,257706,48.7554199,7.572355
ROGNAC,87753251,300530,278747,286566,256571,43.4866,5.230666
CULOZ,87741074,278419,277123,287683,256445,45.843264000000005,5.778784
MODANE,87742007,244399,242946,268171,256314,45.193365,6.658161
ONZAIN CHAUMONT SUR LOIRE,87574319,281944,282985,288300,255449,47.492,1.18595
GAILLAC,87615252,288958,280320,301624,255107,43.905969,1.894855
ECULLY LA DEMI LUNE,87721506,188629,228800,261285,254404,45.7657162,4.7795238
L'ISLE D'ABEAU,87761239,286944,246450,264152,251901,45.607645,5.21969
SAINT QUENTIN FALLAVIER,87723387,248046,239492,249271,251594,45.638109,5.099896
CASTELNAU D'ESTRETEFONDS,87611665,259846,279538,293928,251266,43.786196000000004,1.341761
SALBRIS,87543165,244166,242054,250790,249709,47.42522,2.04778
HOERDT,87213686,246304,247312,247972,248690,48.7029518,7.7794059
REMILLY,87192237,272987,255523,263310,248345,49.0140249,6.3950968
BEYNOST,87723544,227335,232171,252573,247532,45.833915000000005,5.006969000000001
AUFFAY,87415158,247195,233187,235795,246409,49.716044000000004,1.098441
VIC LE COMTE,87734186,270885,256771,269698,246102,45.664911,3.2070790000000002
MENTON GARAVAN,87756494,264983,263261,287747,245995,43.785202000000005,7.517297
TARASCON,87765354,274583,266356,282880,245829,43.801331,4.6572059999999995
LA REOLE,87582866,246650,245251,257120,244738,44.579741999999996,-0.03057
OBERMODERN,87213165,242664,245037,245810,244237,48.842608299999995,7.547014999999999
WISSEMBOURG,87213470,242686,234637,250868,242593,49.0318895,7.950143499999999
ROUFFACH,87182337,227881,231601,248589,242550,47.9602481,7.312455
LANNION,87473223,212904,219925,239673,240091,48.727638,-3.460353
AUCH,87611749,290912,271358,299012,239984,43.647488,0.596661
VITRY LE FRANCOIS,87174276,302630,277761,290191,239053,48.718142,4.587581
BRAX LEGUEVIN,87611822,332245,299643,284092,238862,43.614887,1.2369219999999999
LISON,87447219,284832,261860,279334,237956,49.226834000000004,-1.050339
RIXHEIM,87182071,254103,252248,246039,235204,47.74896,7.406403999999999
ROUBAIX,87286732,138692,162131,203234,233584,50.695609999999995,3.16348
SAINT LO,87447003,274123,258468,265061,233298,49.116975,-1.099525
SEREZIN,87722546,231956,217856,229907,232096,45.627159999999996,4.81806
FISMES,87171330,249464,244837,256425,231070,49.310665,3.6821300000000003
SOULTZ SOUS FORETS,87213421,226448,223433,239074,229328,48.934768700000006,7.882718400000001
LE PALLET,87481424,183978,200280,230553,229230,47.143831,-1.346898
SAINT DIZIER,87175000,288283,273437,269647,228600,48.642404,4.947855000000001
CARENTAN,87447243,250138,237106,255168,228589,49.302482,-1.2449379999999999
ROYAN,87491803,297748,281594,279978,228154,45.625886,-1.0167030000000001
SAINT GAUDENS,87611137,344047,321604,331067,227394,43.105034,0.729104
CHALONNES,87484204,254597,247385,252698,227152,47.343059999999994,-0.74306
FOIX,87611616,308721,276252,284877,227132,42.969746,1.6071469999999999
COLOMIERS LYCEE INTERNATIONAL,87611921,318979,313763,291451,226691,43.6163055,1.3141156999999999
EVRON,87478552,226459,234454,240159,226638,48.155501,-0.397338
LAMOTTE BEUVRON,87543140,252593,239097,234230,226203,47.593897999999996,2.0224990000000003
LA VALBONNE,87723577,234778,228853,243993,225353,45.849225,5.124911
LA SOUTERRAINE,87592378,242616,232793,250017,224841,46.239792,1.492151
GAMBSHEIM,87212332,200663,208740,226000,224116,48.69486989999999,7.8791884
SAINT MAURICE DE BEYNOST,87723536,175857,196823,229533,223692,45.827421,4.976986
BERGUES,87281105,223800,213093,227120,223631,50.96901,2.4257400000000002
FAULQUEMONT,87193359,226840,221647,238995,223630,49.0453391,6.603977400000001
SAIN BEL,87721605,190384,200804,222676,220851,45.811097,4.6012445
VILLEFRANCHE DE LAURAGAIS,87615013,274888,276095,278190,220386,43.398537,1.714725
REVIN,87172080,288581,279310,248436,220287,49.938756,4.642536
REZE PONT ROUSSEAU,87481036,141414,183973,204300,220270,47.1932425,-1.5495444999999999
SAINTE PAZANNE,87481226,286259,209342,212705,220171,47.1055419,-1.8138743999999998
FOURMIES,87295048,253606,232693,236132,219996,50.015409999999996,4.05357
PONTARLIER,87715003,220621,220494,233759,219841,46.900944,6.353524
BAUVIN PROVIN,87345280,216372,217562,225098,219799,50.51168,2.9054
ROSIERES AUX SALINES,87141127,193328,210400,205028,219305,48.60563,6.350457
BULLY GRENAY,87342105,255861,245574,247573,218631,50.44843,2.73317
MONTAUBAN DE BRETAGNE,87471086,206894,203333,212344,218045,48.190241,-2.052675
BONNIERES,87415893,179386,194245,209126,216639,49.038788000000004,1.5822049999999999
CROS DE CAGNES,87756338,179327,185347,224018,216465,43.660465,7.167111
CAVAILLON,87765503,242103,227152,242015,215619,43.834554,5.043613
SAINT MAIXENT L'ECOLE,87485490,252440,246284,252306,215028,46.406607,-0.201073
SAINTE FOY LA GRANDE,87584193,223337,217404,231977,214899,44.836886,0.221519
SAINT PIAT,87394148,226140,229691,222460,214577,48.5429526,1.5904889
COMMERCY,87175257,210915,200006,220061,214510,48.765749,5.58861
NOGENT SUR SEINE,87118190,242112,230479,231987,212809,48.49783878,3.49372888
LURE,87185249,245876,218418,236885,212071,47.683269,6.4925787
MULHOUSE DORNACH,87182055,218393,209779,217930,210550,47.74713,7.308477000000001
NOYAL ACIGNE,87471540,179197,173325,181075,209880,48.1187915,-1.5277646
KRIMMERI MEINAU,87338525,188725,202023,214492,209658,48.56358,7.75259
LESQUIN,87286849,219147,217385,234085,209501,50.59068,3.1177099999999998
BOUSSENS,87611095,232257,217663,258391,209191,43.179617,0.972543
FEURS,87726877,226786,206566,235718,208608,45.744156,4.230573000000001
ISBERGUES,87342279,245167,220038,225503,208169,50.61399,2.46277
PONT DE BEAUVOISIN,87741470,260827,229280,256461,207280,45.524636,5.680772
SAINT POL SUR TERNOISE,87342337,286520,266923,241922,207074,50.379129999999996,2.3393900000000003
BAZANCOURT,87171462,216728,224562,232532,206456,49.361202,4.173887000000001
DUTTLENHEIM,87214544,202676,201873,204673,205233,48.5453531,7.5661529000000005
THANN,87182568,212664,202822,208400,204901,47.8088208,7.1069795
ISSOUDUN,87597062,212196,211367,219390,204175,46.948763,1.985834
RODEZ,87613422,242820,238967,248179,203362,44.362633,2.5805599999999997
MONTIGNY EN OSTREVENT,87345306,236765,219717,222311,202130,50.361509999999996,3.1882900000000003
OSTRICOURT,87345249,199904,199105,208308,200465,50.44542,3.0324400000000002
BAUME LES DAMES,87718460,219640,212466,213721,200332,47.353937,6.359603
MOUY BURY,87313577,214117,214799,208109,199972,49.32045,2.32635
PAVILLY,87411272,215260,203386,203480,199895,49.563897,0.950644
JANZE,87471334,367720,306548,205288,199836,47.955364,-1.4975379999999998
VENISSIEUX,87723320,237815,224160,216601,199633,45.705551,4.888109
LES LAUMES ALESIA,87713115,208438,195231,215028,199605,47.543054,4.4626019999999995
CHATEAU DU LOIR,87396606,202387,201777,209846,199290,47.683392,0.414912
VENERQUE LE VERNET,87611392,235599,236890,245615,198958,43.433361,1.426079
CONNERRE BEILLE,87396309,223971,206250,209792,198421,48.0735,0.48686999999999997
CHASSE SUR RHONE,87722561,193953,180944,200597,197986,45.582370000000004,4.794843
FREJUS,87757500,141235,146110,207822,197968,43.432032,6.732941
LE POIRIER UNIVERSITE,87343210,183246,167957,194150,197807,50.330059999999996,3.50273
COSNE SUR LOIRE,87696146,243051,221178,223983,197774,47.413996000000004,2.931981
VIEUX THANN,87182550,197578,211679,211653,196620,47.8058505,7.119490400000001
MUSSIDAN,87595298,192306,188898,208577,196349,45.034329,0.354071
MONTDIDIER,87313346,209246,202427,204905,195937,49.64147,2.563
WEYERSHEIM,87213678,200372,196944,194925,194371,48.7177903,7.7971027
HERRLISHEIM,87212340,197572,190148,194327,193665,48.72790560000001,7.9102594
FRASNE,87715136,208036,209326,215199,193651,46.857596,6.157767
BOHAIN,87296269,202770,209886,213904,193577,49.988414299999995,3.4431288999999996
REICHSHOFFEN,87213249,191628,190859,192260,193569,48.9310582,7.658132000000001
VILLERS BRETONNEUX,87313437,179064,181596,191817,192756,49.86295,2.52141
IS SUR TILLE,87713859,216293,208227,218702,192670,47.520454,5.129481
ILLIERS COMBRAY,87394437,183481,178885,185400,192194,48.303937,1.2448745
TONNEINS,87586651,217313,204923,209789,191994,44.392796000000004,0.314093
EVIAN LES BAINS,87745679,234717,217265,231165,191801,46.397915000000005,6.577457000000001
AVESNES,87295733,226339,200796,207153,191697,50.126740000000005,3.93295
SAINT JULIEN EN GENEVOIS,87745430,205150,193730,220769,190519,46.142044,6.0855358
THANN SAINT JACQUES,87182881,199735,196239,201073,190006,47.8133155,7.0938473
GRESSWILLER,87214593,177838,187503,194057,189944,48.53334,7.42468
LAIGNEVILLE,87276204,176956,189531,201504,188990,49.292759999999994,2.4489400000000003
ORTHEZ,87672253,214120,197994,212692,188896,43.484242,-0.76776
LE VALDAHON,87718544,198603,189690,216255,188417,47.14975,6.342275
ROTHAU,87214726,190150,190673,194915,187459,48.4590026,7.2074902000000005
SIMIANE,87751438,195468,191514,199261,187361,43.434746999999994,5.426148
CHALLANS,87481390,136259,177030,197601,187171,46.843962,-1.871879
LE MERIDIEN LA FERRIERE,87721522,155012,169704,187504,185874,45.7684995,4.7484432
MORCENX,87673103,183129,178132,196185,184891,44.033565,-0.90864
LES MARTRES DE VEYRE,87734178,209797,206408,205303,184266,45.688155,3.193228
LES ECHETS,87723718,178469,186856,203731,183734,45.8746675,4.9108215
SAINT VINCENT DE TYROSSE,87673277,175165,171493,200167,181906,43.657736,-1.3064930000000001
CHEMILLE,87484246,222088,207283,214149,181891,47.217748,-0.731989
LABEGE INNOPOLE,87612002,215599,186880,218406,180908,43.5473613,1.5129784
TIERCE,87484147,183633,181548,181367,180477,47.617532000000004,-0.469347
MOREUIL,87313320,183064,176992,171719,179575,49.776990000000005,2.47582
BRIANCON,87763607,229994,228915,212292,177651,44.889853,6.633007000000001
ROSPORDEN,87474155,187865,190588,199107,176783,47.960273,-3.832763
SAINT ANDRE LE GAZ,87723494,162883,164393,175579,176138,45.544518,5.524187
LONGPRE LES CORPS SAINTS,87313122,184290,185254,194017,175305,50.01128,2.00277
L'ISLE SUR LA SORGUE FONTAINE DE VAUCLUSE,87765479,207370,198558,208822,175213,43.917393,5.047615
PINS JUSTARET,87618116,251956,236000,225485,174900,43.479213,1.399645
BARTENHEIM,87182113,175177,176986,182301,174751,47.6349313,7.4872561
BLERE LA CROIX,87574475,160351,159769,173976,174670,47.337722799999995,0.9877583000000001
LANCEY,87417501,155964,153897,175054,174190,45.2344784,5.8809758
LA FERTE SAINT AUBIN,87543124,171394,174189,183042,174064,47.720975,1.9323599999999999
MARQUISE RINXENT,87317339,213501,193750,200540,173916,50.8056635,1.7298799999999999
MORTEAU,87718619,197085,157313,186843,173391,47.053727,6.604653
GUICHEN BOURG DES COMPTES,87471151,158923,158924,164047,173265,47.9350963,-1.7601845
SAINT MAMMES,87682294,167217,172316,173639,172847,48.382171,2.81593
MONTVILLE,87411801,186933,179482,175120,171983,49.551284,1.0700459999999998
FIGEAC,87613091,204296,200919,209149,171463,44.603515,2.037355
AURILLAC,87645002,200801,178964,193417,171189,44.921092,2.435655
DETTWILLER,87212183,163089,167653,177122,171185,48.7518969,7.4652459
MONTBRISON,87726448,200826,170037,196299,170818,45.604454,4.078282
FECAMP,87413542,119024,104842,167634,170405,49.759277000000004,0.375287
COMMENTRY,87641415,212736,191139,186845,169606,46.295102,2.739949
VINAY,87761726,153885,159516,186173,169342,45.20797,5.41005
SAINT JORY,87611657,198013,186020,194141,168739,43.738375,1.3716190000000001
LA CHARITE SUR LOIRE,87696195,197943,188859,193152,168709,47.179914000000004,3.023883
L'AIGLE,87444638,158444,170804,172903,168438,48.766228999999996,0.6200140000000001
CHAMONIX MONT BLANC,87746784,190371,179657,178591,168310,45.92277,6.87363
SAINT SULPICE AUTEUIL,87313684,178473,190146,187097,168128,49.347382399999994,2.1164132999999996
LA SUZE,87396366,189437,190340,185663,167541,47.8919891,0.026636700000000003
FUTUROSCOPE,87324095,204514,220636,222982,167515,46.669918,0.377209
SAINT MARIENS SAINT YZAN,87491209,144821,146244,158800,167479,45.139072,-0.39178240000000003
LA MENITRE,87487884,163319,169406,178319,167257,47.397422,-0.275818
DIJON PORTE NEUVE,87713008,187203,180775,183258,166537,47.322806,5.0548720000000005
VILLEFRANCHE VERNET LES BAINS,87784686,187267,184904,186293,166458,42.591998,2.370396
SAINT ASTIER,87595249,197403,193501,194969,165785,45.139027,0.5228079999999999
CASTILLON,87584136,187413,173564,186208,165780,44.856999,-0.04066
CAZERES,87611079,212450,203796,213813,165156,43.212834,1.083106
LUTZELHOUSE,87214650,198824,189236,190586,164963,48.51812,7.29391
BAYON,87141218,182594,175643,176138,163956,48.468046,6.3225690000000005
QUESTEMBERT,87476671,137833,133814,149780,163621,47.6831803,-2.4496002
SORGUES CHATEAUNEUF DU PAPE,87765206,111465,149614,214309,163541,44.0053909,4.8756182
MOIRANS LA GALIFETTE,87747691,109829,110020,143683,163353,45.324154,5.565169999999999
BRUZ,87471037,132642,135118,150068,162636,48.0286,-1.7518088
CLERES,87411819,160881,158191,163678,162020,49.598964,1.106184
SAINT PRIEST,87723353,155160,142150,158872,161741,45.686659000000006,4.934242
VERTAIZON,87734426,165368,155953,172772,161403,45.784543,3.288269
NIEDERBRONN LES BAINS,87213256,161539,163979,160698,161319,48.9523989,7.6341348
ARGENTON SUR CREUSE,87597120,170559,157769,168092,161190,46.592248,1.518305
LANDIVISIAU,87474270,165764,155316,156427,161156,48.496002000000004,-4.082180999999999
FEGERSHEIM LIPSHEIM,87212266,204680,215753,176345,160948,48.4905892,7.6724806
RIEUX ANGICOURT,87276352,191072,184706,180836,160918,49.29866,2.5214
WINGEN SUR MODER,87213744,164203,162487,163474,160501,48.9200646,7.3811114
MONTPON MENESTEROL,87595322,167973,171629,174259,160437,45.006326,0.159328
SAVERDUN,87611368,195790,193476,213828,160435,43.239357,1.570616
COGNAC,87491449,193217,175949,188604,160092,45.684682,-0.326112
MONTS,87575035,158459,153861,157747,158936,47.2818,0.6544800000000001
TONNERRE,87713198,172146,160954,171573,158832,47.85938,3.97355
ESQUELBECQ,87281113,130765,137749,152605,157838,50.8894369,2.4121536
AILLY SUR SOMME,87313098,162534,154908,163330,157681,49.92838,2.20059
LA HUME,87582635,158726,148958,153705,156975,44.639879,-1.116
CASTRES,87615468,245844,218628,224526,156874,43.599131,2.231223
LA HAIE FOUASSIERE,87481416,89051,123439,152935,156587,47.161589899999996,-1.392195
BAILLARGUES,87773457,127626,146538,174582,156311,43.6533234,4.0071585
HERICOURT,87184507,189731,173055,177926,155940,47.5729701,6.7691977
COUTANCES,87447110,201559,180269,184691,155249,49.042928,-1.441726
TULLE,87594499,225328,200992,190817,153724,45.258725,1.7564669999999998
HAM,87313494,166096,154483,162313,153584,49.73985,3.07052
BISCHOFFSHEIM,87214296,159592,153138,153410,153206,48.48701,7.497719999999999
GUIGNICOURT,87171736,157933,164789,172022,152559,49.434862,3.9613339999999995
LAVAUR,87615476,193336,173689,186700,151372,43.703478999999994,1.813146
ARNEKE,87281121,147483,155262,157975,150582,50.831522,2.4083063
RABASTENS COUFOULEUX,87615328,169774,164760,180902,150524,43.819751000000004,1.7305669999999997
LE CREUSOT,87694000,141019,138266,152537,150409,46.807815000000005,4.4304403
MIRECOURT,87144212,191914,189733,171136,149208,48.299243,6.129651
CESSON SEVIGNE,87334490,161678,155119,147481,149097,48.112809999999996,-1.6021100000000001
LE CENDRE ORCET,87734160,181096,169887,175637,148699,45.723796,3.188666
URMATT,87214635,167355,165940,163099,148591,48.5257763,7.338538499999999
VERDUN,87175778,171292,162409,162477,148521,49.165406,5.379701
FLERS,87448001,152031,157061,158129,148515,48.744785,-0.573216
CHINON,87571687,156720,150134,157353,148029,47.163047,0.251538
MONTASTRUC LA CONSEILLERE,87615369,135363,140648,164396,147310,43.715984999999996,1.5979
SAINT VIT,87718320,256856,255070,195894,147199,47.183507,5.809057
OULLINS,87722207,129690,136158,165780,146425,45.7166261,4.8135793
PARAY LE MONIAL,87694687,171696,152375,153800,146238,46.447312,4.1137440000000005
BACCARAT,87141416,181420,167643,161851,146052,48.452405,6.74383
GIEN,87684290,159968,146204,155425,145128,47.699088,2.636205
REAUMONT SAINT CASSIEN,87747279,129615,121859,134722,142715,45.3688217,5.5346895
FEYZIN,87722538,154133,147369,155105,142500,45.6658584,4.853134900000001
DUPPIGHEIM,87214536,139137,145130,143119,142482,48.5439674,7.5868091
FAUBOURG D'ORLEANS,87576173,153569,164515,151007,142480,47.3669948,1.7403794
DRUSENHEIM,87212357,142517,139818,141026,142429,48.765912799999995,7.9478463
VERNEUIL SUR AVRE,87393595,135512,144657,145787,141949,48.7424857,0.9291925
BLANQUEFORT,87581728,145494,123025,129560,140956,44.917556,-0.62392
SAINT ETIENNE BELLEVUE,87726190,174954,152453,157021,140420,45.417128000000005,4.392734
MONTREJEAU GOURDAN POLIGNAN,87611152,221161,226434,198316,140012,43.078109000000005,0.5735
PAS DES LANCIERS,87753285,201498,166099,169168,139931,43.409655,5.253822
SAINT GERMAIN DES FOSSES,87732206,157771,158783,159373,139499,46.209185,3.430614
SAINT ETIENNE CARNOT,87726901,179366,157855,163249,139258,45.446976,4.385317
PORT BOULET,87571794,150573,145565,140903,139012,47.248836,0.155648
NOVEANT SUR MOSELLE,87192427,152450,148127,148257,137888,49.028634999999994,6.052101
DIEULOUARD,87141812,142808,134356,139928,137144,48.843367,6.071489
ECOMMOY,87396564,136556,135483,140804,136641,47.824628600000004,0.2691867
VILLENEUVE LA GUYARD,87683102,184056,162860,161388,136535,48.342425,3.071655
CHATEL NOMEXY,87144071,147867,140334,144276,135716,48.307156,6.387807
BENING,87193250,159800,149096,157834,135648,49.1379541,6.828298200000001
SAINT PIERRE D'ALBIGNY,87741223,150897,144862,154795,134939,45.557396999999995,6.156151
PIBRAC,87611830,192681,175159,165817,134195,43.621364,1.2892370000000002
SARRE UNION,87215459,163180,162469,155645,133155,48.9360172,7.0850443
TOURY,87543074,134027,128032,126828,132607,48.193606,1.9395650000000002
CONFLANS JARNY,87192666,169549,151191,146746,132436,49.166289500000005,5.8681852999999995
CAUDRY,87345561,144088,133482,144371,132101,50.11146,3.4098300000000004
LA FERE,87296632,168966,168248,159473,131152,49.65802,3.3698099999999998
MARIGNIER,87746347,99742,110740,133079,131087,46.0887815,6.5078260000000006
MONTHERME,87172056,167681,155687,149631,130891,49.865621000000004,4.740530000000001
AIME LA PLAGNE,87741769,126554,131664,132998,130333,45.5544,6.648646
DIEMERINGEN,87215665,130026,126159,137092,130296,48.9405,7.185289999999999
RAON L'ETAPE,87144626,147703,137716,140633,130102,48.404002,6.837302
SERVON,87471532,134454,122460,119138,130001,48.112224,-1.4667757
LE CROISIC,87481788,121382,131552,142330,129695,47.289836,-2.5074419999999997
ARGELES SUR MER,87784231,156551,133173,157754,129365,42.54397,3.022349
BUEIL,87387092,159566,163568,166352,129216,48.9253816,1.4435896000000001
ROSIERES,87313460,156198,148766,139225,129136,49.82253,2.71141
ARS SUR MOSELLE,87192401,172301,152213,141740,128422,49.0744745,6.0776461
SILLE LE GUILLAUME,87396234,156285,152759,153444,128078,48.1818735,-0.12896960000000002
HIRSON,87295063,163386,143659,143476,127542,49.91455,4.08432
