origin,destination
85042150,87715003
85042150,87715102
85042150,87715136
85042150,87715144
85042150,87715151
85042150,87715326
85042150,87715383
85042150,87715391
85042150,87715417
85042150,87715433
85042150,87715441
85042150,87718007
85042150,87718304
85042150,87718833
85042150,87718841
85042150,87718866
85042150,87743633
85042218,85042150
85042218,85042218
85042218,87352047
85042218,87713040
85042218,87713412
85042218,87715003
85042218,87715102
85042218,87715136
85042218,87715144
85042218,87715151
85042218,87715326
85042218,87715383
85042218,87715391
85042218,87715417
85042218,87715433
85042218,87715441
85042218,87718007
85042218,87718304
85042218,87718833
85042218,87718841
85042218,87718866
85042218,87743633
85043000,85001057
85043000,85001099
85043000,85001206
85043000,85001214
85043000,85001222
85043000,85001230
85043000,85001248
85043000,85001255
85043000,85001263
85043000,85001271
85043000,85001289
85043000,85001412
85043000,85001446
85043000,85001594
85043000,85043000
85043000,87184002
85043000,87184408
85043000,87184424
85043000,87184432
85043000,87184440
85043000,87700146
85043000,87700153
85043000,87715581
85043141,85043141
85043141,85043158
85043141,85043166
85043141,87391300
85043141,87598219
85043141,87718007
85043141,87718015
85043141,87718502
85043141,87718510
85043141,87718528
85043141,87718536
85043141,87718544
85043141,87718551
85043141,87718577
85043141,87718601
85043141,87718619
85043158,85043141
85043158,85043158
85043158,85043166
85043158,87391300
85043158,87598219
85043158,87718007
85043158,87718015
85043158,87718502
85043158,87718510
85043158,87718528
85043158,87718536
85043158,87718544
85043158,87718551
85043158,87718577
85043158,87718601
85043158,87718619
85043166,85043141
85043166,85043158
85043166,85043166
85043166,87391300
85043166,87598219
85043166,87718007
85043166,87718015
85043166,87718502
85043166,87718510
85043166,87718528
85043166,87718536
85043166,87718544
85043166,87718551
85043166,87718577
85043166,87718601
85043166,87718619
85161554,85010082
85161554,85010116
85161554,85010124
85161554,85010132
85161554,85010140
85161554,85010157
85161554,85010207
85161554,85010215
85161554,85010223
85161554,85010231
85161554,85161554
85161554,85162727
85161554,85162735
85161554,85162750
85161554,85162834
85161554,85171421
85161554,87745497
85161554,87745588
85161554,87745596
85161554,87745620
85161554,87745646
85161554,87745679
85161554,87746305
85161554,87746313
85161554,87746339
85161554,87746347
85161554,87746370
85161554,87746412
85161554,87746438
85161554,87746479
85161554,87746511
85162727,85010082
85162727,85010116
85162727,85010124
85162727,85010132
85162727,85010140
85162727,85010157
85162727,85010207
85162727,85010215
85162727,85010223
85162727,85010231
85162727,85161554
85162727,85162727
85162727,85162735
85162727,85162750
85162727,85162834
85162727,85171421
85162727,87745497
85162727,87745588
85162727,87745596
85162727,87745620
85162727,87745646
85162727,87745679
85162727,87746305
85162727,87746313
85162727,87746339
85162727,87746347
85162727,87746370
85162727,87746412
85162727,87746438
85162727,87746479
85162727,87746511
85162735,85010082
85162735,85010116
85162735,85010124
85162735,85010132
85162735,85010140
85162735,85010157
85162735,85010207
85162735,85010215
85162735,85010223
85162735,85010231
85162735,85161554
85162735,85162727
85162735,85162735
85162735,85162750
85162735,85162834
85162735,85171421
85162735,87745497
85162735,87745588
85162735,87745596
85162735,87745620
85162735,87745646
85162735,87745679
85162735,87746305
85162735,87746313
85162735,87746339
85162735,87746347
85162735,87746370
85162735,87746412
85162735,87746438
85162735,87746479
85162735,87746511
85162750,85010082
85162750,85010116
85162750,85010124
85162750,85010132
85162750,85010140
85162750,85010157
85162750,85010207
85162750,85010215
85162750,85010223
85162750,85010231
85162750,85161554
85162750,85162727
85162750,85162735
85162750,85162750
85162750,85162834
85162750,85171421
85162750,87745497
85162750,87745588
85162750,87745596
85162750,87745620
85162750,87745646
85162750,87745679
85162750,87746305
85162750,87746313
85162750,87746339
85162750,87746347
85162750,87746370
85162750,87746412
85162750,87746438
85162750,87746479
85162750,87746511
85162834,85010082
85162834,85010116
85162834,85010124
85162834,85010132
85162834,85010140
85162834,85010157
85162834,85010207
85162834,85010215
85162834,85010223
85162834,85010231
85162834,85161554
85162834,85162727
85162834,85162735
85162834,85162750
85162834,85162834
85162834,85171421
85162834,87745497
85162834,87745588
85162834,87745596
85162834,87745620
85162834,87745646
85162834,87745679
85162834,87746305
85162834,87746313
85162834,87746339
85162834,87746347
85162834,87746370
85162834,87746412
85162834,87746438
85162834,87746479
85162834,87746511
85171421,85010082
85171421,85010116
85171421,85010124
85171421,85010132
85171421,85010140
85171421,85010157
85171421,85010207
85171421,85010215
85171421,85010223
85171421,85010231
85171421,85161554
85171421,85162727
85171421,85162735
85171421,85162750
85171421,85162834
85171421,85171421
85171421,87745497
85171421,87745588
85171421,87745596
85171421,87745620
85171421,87745646
85171421,87745679
85171421,87746305
85171421,87746313
85171421,87746339
85171421,87746347
85171421,87746370
85171421,87746412
85171421,87746438
85171421,87746479
85171421,87746511
87000028,-
87001479,-
87003707,87003707
87003707,87395947
87003707,87407536
87003707,87408831
87003707,87409664
87003707,87534073
87003707,87534081
87003707,87534099
87003707,87534107
87003707,87594093
87003707,87609354
87003707,87641241
87003707,87641274
87003707,87641464
87003707,87641472
87003707,87645267
87003707,87645283
87003707,87645705
87003707,87693218
87003707,87693291
87003707,87714220
87003707,87734004
87009696,87009696
87009696,87110288
87009696,87115337
87009696,87205575
87009696,87280057
87009696,87337501
87009696,87337527
87009696,87337543
87009696,87465724
87009696,87571000
87009696,87571406
87009696,87571414
87009696,87571422
87009696,87571430
87009696,87571448
87009696,87571455
87009696,87571463
87009696,87571471
87009696,87571885
87009696,87644039
87009696,87644070
87009696,87644104
87009696,87644120
87009696,87644138
87009696,87644146
87009696,87644153
87009696,87644161
87009696,87644179
87009696,87644187
87009696,87644195
87009696,87644237
87009696,87644310
87009696,87644328
87009696,87688960
87009696,87688978
87009696,87689745
87009696,87689901
87009696,87689919
87009696,87930958
87024380,87024380
87024380,87395657
87024380,87395665
87024380,87395673
87024380,87395756
87024380,87395830
87024380,87395962
87024380,87405423
87024380,87407502
87024380,87407569
87024380,87407676
87024380,87407692
87024380,87407932
87024380,87407940
87024380,87407965
87024380,87407973
87024380,87407981
87024380,87409474
87024380,87409482
87024380,87409524
87024380,87409532
87024380,87409698
87024380,87440701
87024380,87589390
87024380,87589507
87024380,87589598
87024380,87590976
87024380,87680728
87024380,87687400
87024380,87721696
87024380,87721910
87024380,87728519
87024380,87731778
87024380,87731786
87024380,87731802
87024380,87734004
87024380,87734186
87024380,87734194
87024380,87734202
87024380,87734228
87024380,87734244
87024380,87734251
87024380,87734269
87024380,87734293
87024380,87734301
87024380,87734319
87024380,87734574
87024380,87734582
87024380,87734590
87024380,87734632
87024380,87734640
87024380,87734665
87024380,87734673
87024380,87734681
87024380,87734699
87101998,87101998
87101998,87327601
87101998,87420976
87101998,87641001
87101998,87641043
87101998,87641092
87101998,87641134
87101998,87641415
87101998,87680595
87101998,87721936
87107409,87107409
87107409,87107417
87107409,87107425
87107409,87107433
87107409,87107458
87107409,87107466
87107409,87107474
87107409,87107482
87107409,87107490
87107409,87107508
87107409,87142000
87107409,87142042
87107409,87142091
87107409,87142240
87107409,87142273
87107409,87143024
87107409,87174276
87107409,87174326
87107409,87175000
87107409,87175091
87107409,87175109
87107409,87175117
87107409,87175133
87107409,87175208
87107409,87175216
87107409,87215038
87107409,87215061
87107409,87215921
87107409,87216077
87107409,87216093
87107409,87216101
87107409,87217042
87107409,87217059
87107409,87279869
87107409,87279976
87107409,87279984
87107409,87279992
87107409,87280008
87107409,87319756
87107409,87326462
87107409,87338129
87107409,87338145
87107409,87338152
87107409,87338160
87107409,87338178
87107409,87338186
87107409,87338194
87107409,87402818
87107409,87402826
87107409,87417477
87107417,87107409
87107417,87107417
87107417,87107425
87107417,87107433
87107417,87107458
87107417,87107466
87107417,87107474
87107417,87107482
87107417,87107490
87107417,87107508
87107417,87142000
87107417,87142042
87107417,87142091
87107417,87142240
87107417,87142273
87107417,87143024
87107417,87174276
87107417,87174326
87107417,87175000
87107417,87175091
87107417,87175109
87107417,87175117
87107417,87175133
87107417,87175208
87107417,87175216
87107417,87215038
87107417,87215061
87107417,87215921
87107417,87216077
87107417,87216093
87107417,87216101
87107417,87217042
87107417,87217059
87107417,87279869
87107417,87279976
87107417,87279984
87107417,87279992
87107417,87280008
87107417,87319756
87107417,87326462
87107417,87338129
87107417,87338145
87107417,87338152
87107417,87338160
87107417,87338178
87107417,87338186
87107417,87338194
87107417,87402818
87107417,87402826
87107417,87417477
87107425,87107409
87107425,87107417
87107425,87107425
87107425,87107433
87107425,87107458
87107425,87107466
87107425,87107474
87107425,87107482
87107425,87107490
87107425,87107508
87107425,87142000
87107425,87142042
87107425,87142091
87107425,87142224
87107425,87142232
87107425,87142240
87107425,87142273
87107425,87143024
87107425,87174276
87107425,87174326
87107425,87175000
87107425,87175091
87107425,87175109
87107425,87175117
87107425,87175133
87107425,87175208
87107425,87175216
87107425,87215038
87107425,87215061
87107425,87215921
87107425,87216077
87107425,87216093
87107425,87216101
87107425,87217042
87107425,87217059
87107425,87279869
87107425,87279976
87107425,87279984
87107425,87279992
87107425,87280008
87107425,87319756
87107425,87326462
87107425,87338129
87107425,87338145
87107425,87338152
87107425,87338160
87107425,87338178
87107425,87338186
87107425,87338194
87107425,87402818
87107425,87402826
87107425,87417477
87107433,87107409
87107433,87107417
87107433,87107425
87107433,87107433
87107433,87107458
87107433,87107466
87107433,87107474
87107433,87107482
87107433,87107490
87107433,87107508
87107433,87142000
87107433,87142042
87107433,87142091
87107433,87142224
87107433,87142232
87107433,87142240
87107433,87142273
87107433,87143024
87107433,87174276
87107433,87174326
87107433,87175000
87107433,87175091
87107433,87175109
87107433,87175117
87107433,87175133
87107433,87175208
87107433,87175216
87107433,87215038
87107433,87215061
87107433,87215921
87107433,87216077
87107433,87216093
87107433,87216101
87107433,87217042
87107433,87217059
87107433,87279869
