origin,destination
87175018,87141093
87175018,87141101
87175018,87141119
87175018,87141127
87175018,87141135
87175018,87141143
87175018,87141150
87175018,87171009
87175018,87171553
87175018,87174003
87175018,87174276
87175018,87175018
87175018,87175042
87175018,87175067
87175018,87175240
87175018,87175257
87175018,87175828
87175018,87192039
87175018,87192435
87175042,87113001
87175042,87116517
87175042,87116582
87175042,87141002
87175042,87141010
87175042,87141036
87175042,87141044
87175042,87141051
87175042,87141069
87175042,87141077
87175042,87141085
87175042,87141093
87175042,87141101
87175042,87141119
87175042,87141127
87175042,87141135
87175042,87141143
87175042,87141150
87175042,87171009
87175042,87171512
87175042,87171553
87175042,87174003
87175042,87174276
87175042,87175000
87175042,87175018
87175042,87175042
87175042,87175067
87175042,87175240
87175042,87175257
87175042,87175828
87175042,87192039
87175042,87192435
87175042,87212027
87175042,87212134
87175042,87212225
87175042,87215012
87175067,87141002
87175067,87141010
87175067,87141036
87175067,87141044
87175067,87141051
87175067,87141069
87175067,87141077
87175067,87141085
87175067,87141093
87175067,87141101
87175067,87141119
87175067,87141127
87175067,87141135
87175067,87141143
87175067,87141150
87175067,87171009
87175067,87171553
87175067,87174003
87175067,87174276
87175067,87175018
87175067,87175042
87175067,87175067
87175067,87175240
87175067,87175257
87175067,87175828
87175075,-
87175091,87107409
87175091,87107417
87175091,87107425
87175091,87107433
87175091,87107458
87175091,87107466
87175091,87107474
87175091,87107482
87175091,87107490
87175091,87107508
87175091,87142000
87175091,87142042
87175091,87142091
87175091,87142125
87175091,87142224
87175091,87142232
87175091,87142240
87175091,87142273
87175091,87143024
87175091,87171009
87175091,87171611
87175091,87171629
87175091,87171645
87175091,87174003
87175091,87174276
87175091,87174326
87175091,87174409
87175091,87175000
87175091,87175091
87175091,87175109
87175091,87175117
87175091,87175133
87175091,87175208
87175091,87175216
87175091,87215038
87175091,87215061
87175091,87215921
87175091,87216077
87175091,87216093
87175091,87216101
87175091,87217042
87175091,87217059
87175091,87279869
87175091,87279976
87175091,87279984
87175091,87279992
87175091,87280008
87175091,87319756
87175091,87326462
87175091,87338129
87175091,87338145
87175091,87338152
87175091,87338160
87175091,87338178
87175091,87338186
87175091,87338194
87175091,87402818
87175091,87402826
87175091,87417477
87175091,87713040
87175091,87713859
87175109,87107409
87175109,87107417
87175109,87107425
87175109,87107433
87175109,87107458
87175109,87107466
87175109,87107474
87175109,87107482
87175109,87107490
87175109,87107508
87175109,87142000
87175109,87142042
87175109,87142091
87175109,87142240
87175109,87142273
87175109,87143024
87175109,87174276
87175109,87174326
87175109,87175000
87175109,87175091
87175109,87175109
87175109,87175117
87175109,87175133
87175109,87175208
87175109,87175216
87175109,87215038
87175109,87215061
87175109,87215921
87175109,87216077
87175109,87216093
87175109,87216101
87175109,87217042
87175109,87217059
87175109,87279869
87175109,87279976
87175109,87279984
87175109,87279992
87175109,87280008
87175109,87319756
87175109,87326462
87175109,87338129
87175109,87338145
87175109,87338152
87175109,87338160
87175109,87338178
87175109,87338186
87175109,87338194
87175109,87402818
87175109,87402826
87175109,87417477
87175117,87107409
87175117,87107417
87175117,87107425
87175117,87107433
87175117,87107458
87175117,87107466
87175117,87107474
87175117,87107482
87175117,87107490
87175117,87107508
87175117,87142000
87175117,87142042
87175117,87142091
87175117,87142125
87175117,87142224
87175117,87142232
87175117,87142240
87175117,87142273
87175117,87143024
87175117,87171009
87175117,87171611
87175117,87171629
87175117,87171645
87175117,87174003
87175117,87174276
87175117,87174326
87175117,87174409
87175117,87175000
87175117,87175091
87175117,87175109
87175117,87175117
87175117,87175133
87175117,87175208
87175117,87175216
87175117,87215038
87175117,87215061
87175117,87215921
87175117,87216077
87175117,87216093
87175117,87216101
87175117,87217042
87175117,87217059
87175117,87279869
87175117,87279976
87175117,87279984
87175117,87279992
87175117,87280008
87175117,87319756
87175117,87326462
87175117,87338129
87175117,87338145
87175117,87338152
87175117,87338160
87175117,87338178
87175117,87338186
87175117,87338194
87175117,87402818
87175117,87402826
87175117,87417477
87175117,87713040
87175117,87713859
87175133,87107409
87175133,87107417
87175133,87107425
87175133,87107433
87175133,87107458
87175133,87107466
87175133,87107474
87175133,87107482
87175133,87107490
87175133,87107508
87175133,87142000
87175133,87142042
87175133,87142091
87175133,87142224
87175133,87142232
87175133,87142240
87175133,87142273
87175133,87143024
87175133,87174276
87175133,87174326
87175133,87175000
87175133,87175091
87175133,87175109
87175133,87175117
87175133,87175133
87175133,87175208
87175133,87175216
87175133,87215038
87175133,87215061
87175133,87215921
87175133,87216077
87175133,87216093
87175133,87216101
87175133,87217042
87175133,87217059
87175133,87279869
87175133,87279976
87175133,87279984
87175133,87279992
87175133,87280008
87175133,87319756
87175133,87326462
87175133,87338129
87175133,87338145
87175133,87338152
87175133,87338160
87175133,87338178
87175133,87338186
87175133,87338194
87175133,87402818
87175133,87402826
87175133,87417477
87175141,-
87175208,87107409
87175208,87107417
87175208,87107425
87175208,87107433
87175208,87107458
87175208,87107466
87175208,87107474
87175208,87107482
87175208,87107490
87175208,87107508
87175208,87142000
87175208,87142042
87175208,87142091
87175208,87142240
87175208,87142273
87175208,87143024
87175208,87174276
87175208,87174326
87175208,87175000
87175208,87175091
87175208,87175109
87175208,87175117
87175208,87175133
87175208,87175208
87175208,87175216
87175208,87215038
87175208,87215061
87175208,87215921
87175208,87216077
87175208,87216093
87175208,87216101
87175208,87217042
87175208,87217059
87175208,87279869
87175208,87279976
87175208,87279984
87175208,87279992
87175208,87280008
87175208,87319756
87175208,87326462
87175208,87338129
87175208,87338145
87175208,87338152
87175208,87338160
87175208,87338178
87175208,87338186
87175208,87338194
87175208,87402818
87175208,87402826
87175208,87417477
87175216,87107409
87175216,87107417
87175216,87107425
87175216,87107433
87175216,87107458
87175216,87107466
87175216,87107474
87175216,87107482
87175216,87107490
87175216,87107508
87175216,87142000
87175216,87142042
87175216,87142091
87175216,87142240
87175216,87142273
87175216,87143024
87175216,87174276
87175216,87174326
87175216,87175000
87175216,87175091
87175216,87175109
87175216,87175117
87175216,87175133
87175216,87175208
87175216,87175216
87175216,87215038
87175216,87215061
87175216,87215921
87175216,87216077
87175216,87216093
87175216,87216101
87175216,87217042
87175216,87217059
87175216,87279869
87175216,87279976
87175216,87279984
87175216,87279992
87175216,87280008
87175216,87319756
87175216,87326462
87175216,87338129
87175216,87338145
87175216,87338152
87175216,87338160
87175216,87338178
87175216,87338186
87175216,87338194
87175216,87402818
87175216,87402826
87175216,87417477
87175240,87141002
87175240,87141010
87175240,87141036
87175240,87141044
87175240,87141051
87175240,87141069
87175240,87141077
87175240,87141085
87175240,87141093
87175240,87141101
87175240,87141119
87175240,87141127
87175240,87141135
87175240,87141143
87175240,87141150
87175240,87171009
87175240,87171553
87175240,87174003
87175240,87174276
87175240,87175018
87175240,87175042
87175240,87175067
87175240,87175240
87175240,87175257
87175240,87175828
87175240,87192039
87175240,87192435
87175257,87113001
87175257,87116517
87175257,87116582
87175257,87141002
87175257,87141010
87175257,87141036
87175257,87141044
87175257,87141051
87175257,87141069
87175257,87141077
87175257,87141085
87175257,87141093
87175257,87141101
87175257,87141119
87175257,87141127
87175257,87141135
87175257,87141143
87175257,87141150
87175257,87171009
87175257,87171512
87175257,87171553
87175257,87174003
87175257,87174276
87175257,87175000
87175257,87175018
87175257,87175042
87175257,87175067
87175257,87175240
87175257,87175257
87175257,87175828
87175257,87212027
87175257,87212134
87175257,87212225
87175257,87215012
87175711,-
87175737,-
87175778,87141002
87175778,87141820
87175778,87174003
87175778,87175778
87175778,87175794
87175778,87191114
87175778,87191684
87175778,87191692
87175778,87191700
87175778,87191718
87175778,87191734
87175778,87191742
87175778,87192039
87175778,87192435
87175778,87192666
87175778,87192724
87175778,87192732
87175778,87458810
87175778,87458828
87175778,87458836
87175778,87635862
87175778,87635870
87175778,87635920
87175778,87635938
87175778,87640144
87175778,87643197
87175794,87141002
87175794,87141820
87175794,87175778
87175794,87175794
87175794,87191114
87175794,87191684
87175794,87191692
87175794,87191700
87175794,87191718
87175794,87191734
87175794,87191742
87175794,87192039
87175794,87192435
87175794,87192666
87175794,87192724
87175794,87192732
87175794,87458810
87175794,87458828
87175794,87458836
87175828,87141002
87175828,87141010
87175828,87141036
87175828,87141044
87175828,87141051
87175828,87141069
87175828,87141077
87175828,87141085
87175828,87141093
87175828,87141101
87175828,87141119
87175828,87141127
87175828,87141135
87175828,87141143
87175828,87141150
87175828,87171009
87175828,87171553
87175828,87174003
87175828,87174276
87175828,87175018
87175828,87175042
87175828,87175067
87175828,87175240
87175828,87175257
87175828,87175828
87176974,87170068
87176974,87170357
87176974,87170555
87176974,87170571
87176974,87170696
87176974,87170761
87176974,87170787
87176974,87170795
87176974,87170811
87176974,87170878
87176974,87173377
87176974,87173468
87176974,87173500
87176974,87173542
87176974,87173633
87176974,87173823
87176974,87173906
87176974,87176974
87176974,87439943
87176974,87440099
87176974,87611004
87176974,87611038
87176974,87611053
87176974,87611137
87176974,87611152
87176974,87611160
87176974,87611178
87176974,87611194
87176974,87611210
87176974,87611228
87176974,87611236
87176974,87611715
87176974,87611970
87176974,87612358
87176974,87613018
87176974,87618702
87176974,87618710
87176974,87620195
87176974,87671008
87176974,87671339
87176974,87672006
87176974,87695015
87176974,87695031
87177170,87138321
87177170,87138339
87177170,87138362
87177170,87138883
87177170,87177170
87177170,87450874
87177170,87613422
87177170,87668368
87177170,87668376
87177170,87668384
87177170,87783001
87177170,87783365
87177170,87783399
87177170,87783738
87177170,87783795
87177360,87177360
87177360,87177576
87177360,87698449
87177360,87698456
87177360,87698464
87177360,87698746
87177360,87698753
87177360,87698761
87177360,87698779
87177360,87698787
87177360,87722546
87177576,87177360
87177576,87177576
87177576,87698449
87177576,87698456
87177576,87698464
87177576,87698746
87177576,87698753
87177576,87698761
87177576,87698779
87177576,87698787
87177576,87722546
87177626,87177626
87177626,87177659
87177626,87177691
87177626,87441774
87177626,87443523
87177626,87443531
87177626,87443556
87177626,87443564
87177626,87443572
87177626,87443580
87177626,87443606
87177626,87443614
87177626,87443622
87177626,87443630
87177626,87443655
87177626,87443663
87177626,87443671
87177626,87443689
87177626,87443697
87177626,87443713
87177626,87446864
87177626,87611004
87177626,87611707
87177626,87611723
87177626,87612002
87177626,87612028
87177626,87615013
87177626,87615039
87177626,87616011
87177626,87618207
87177626,87618215
87177659,87177626
87177659,87177659
87177659,87177691
87177659,87441774
87177659,87443523
87177659,87443531
87177659,87443556
87177659,87443564
87177659,87443572
87177659,87443580
87177659,87443606
87177659,87443614
87177659,87443622
87177659,87443630
87177659,87443655
87177659,87443663
87177659,87443671
87177659,87443689
87177659,87443697
87177659,87443713
87177659,87446864
87177659,87611004
87177659,87611707
87177659,87611723
87177659,87612002
87177659,87612028
87177659,87615013
87177659,87615039
87177659,87616011
87177659,87618207
87177659,87618215
87177691,87177626
87177691,87177659
87177691,87177691
87177691,87441774
87177691,87443523
87177691,87443531
87177691,87443556
87177691,87443564
87177691,87443572
87177691,87443580
87177691,87443606
87177691,87443614
87177691,87443622
87177691,87443630
87177691,87443655
87177691,87443663
87177691,87443671
87177691,87443689
87177691,87443697
87177691,87443713
87177691,87446864
87177691,87611004
87177691,87611707
87177691,87611723
87177691,87612002
87177691,87612028
87177691,87615013
87177691,87615039
87177691,87616011
87177691,87618207
87177691,87618215
87181016,85000109
87181016,87181016
87181016,87182014
87181016,87182055
87181016,87182063
87181016,87182071
87181016,87182089
87181016,87182105
87181016,87182113
87181016,87182139
87181016,87182329
87181016,87182337
87181016,87182667
87181016,87182691
87181016,87182709
87181016,87182717
87181016,87182725
87181016,87187930
87181016,87212027
87181016,87212258
87181016,87212266
87181016,87214056
87181016,87214122
87181016,87214148
87181016,87659854
87181016,87659862
87181016,87659870
87181024,-
87181040,87181040
87181040,87181065
87181040,87182063
87181040,87182196
87181040,87182204
87181040,87182238
87181040,87182253
87181040,87184002
87181040,87184267
87181040,87184275
87181040,87462085
87181040,87746479
87181040,87746701
87181040,87746719
87181040,87746727
87181040,87746735
87181040,87746743
87181040,87746750
87181040,87746768
87181040,87746776
87181040,87746784
87181040,87746818
87181040,87746826
87181040,87746834
87181040,87746842
87181040,87746859
87181040,87746867
87181040,87746875
87181040,87746883
87181057,-
87181065,87181040
87181065,87181065
87181065,87182063
87181065,87182196
87181065,87182204
87181065,87182238
87181065,87182253
87181065,87184002
87181065,87184267
87181065,87184275
87181065,87462085
87181065,87746479
87181065,87746701
87181065,87746719
87181065,87746727
87181065,87746735
87181065,87746743
87181065,87746750
87181065,87746768
87181065,87746776
87181065,87746784
87181065,87746818
87181065,87746826
87181065,87746834
87181065,87746842
87181065,87746859
87181065,87746867
87181065,87746875
87181065,87746883
87181131,87181131
87181131,87181289
87181131,87182055
87181131,87182063
87181131,87182402
87181131,87182410
87181131,87182550
87181131,87182568
87181131,87182576
87181131,87182584
87181131,87182592
87181131,87182600
87181131,87182618
87181131,87182626
87181131,87182634
87181131,87182642
87181131,87182667
87181131,87182881
87181131,87472605
87181131,87472639
87181131,87533596
87181131,87533612
87181131,87533620
87181131,87533638
87181131,87533646
87181131,87533653
87181131,87533661
87181131,87534321
87181131,87534339
87181131,87534347
87181131,87659888
87181131,87659896
87181131,87659904
87181131,87659912
87181131,87659920
87181131,87659938
87181131,87659946
87181131,87659953
87181131,87659961
87181131,87659979
87181131,87659987
87181131,87659995
87181222,87181222
87181222,87181552
87181222,87182014
87181222,87182345
87181222,87182352
87181222,87182360
87181222,87182378
87181222,87182386
87181222,87182394
87181222,87182543
87181222,87182659
87181222,87182733
87181222,87182816
87181222,87303875
87181222,87386540
87181222,87402297
87181289,87181131
87181289,87181289
87181289,87182055
87181289,87182063
87181289,87182402
87181289,87182410
87181289,87182550
87181289,87182568
87181289,87182576
87181289,87182584
87181289,87182592
87181289,87182600
87181289,87182618
87181289,87182626
87181289,87182634
87181289,87182642
87181289,87182667
87181289,87182881
87181289,87472605
87181289,87472639
87181289,87533596
87181289,87533612
87181289,87533620
87181289,87533638
87181289,87533646
87181289,87533653
87181289,87533661
87181289,87534321
87181289,87534339
87181289,87534347
87181552,87181222
87181552,87181552
87181552,87182014
87181552,87182345
87181552,87182352
87181552,87182360
87181552,87182378
87181552,87182386
87181552,87182394
87181552,87182543
87181552,87182659
87181552,87182733
87181552,87182816
87181552,87303875
87181552,87386540
87181552,87402297
87181552,87665240
87181552,87665331
87181552,87665380
87181552,87665455
87181552,87665463
87181552,87665471
87181552,87665489
87181552,87665505
87181552,87665513
87181552,87665562
87181552,87665620
87182014,85000109
87182014,87181016
87182014,87181222
87182014,87181552
87182014,87182014
87182014,87182055
87182014,87182063
87182014,87182071
87182014,87182089
87182014,87182105
87182014,87182113
87182014,87182139
87182014,87182329
87182014,87182337
87182014,87182345
87182014,87182352
87182014,87182360
87182014,87182378
87182014,87182386
87182014,87182394
87182014,87182543
87182014,87182659
87182014,87182667
87182014,87182691
87182014,87182709
87182014,87182717
87182014,87182725
87182014,87182733
87182014,87182816
87182014,87187930
87182014,87212027
87182014,87212241
87182014,87212258
87182014,87212266
87182014,87212274
87182014,87214056
87182014,87214106
87182014,87214114
87182014,87214122
87182014,87214130
87182014,87214148
87182014,87303875
87182014,87386540
87182014,87402297
87182014,87654475
87182014,87654541
87182014,87665240
87182014,87665331
87182014,87665356
87182014,87665380
87182014,87665455
87182014,87665463
87182014,87665471
87182014,87665489
87182014,87665505
87182014,87665513
87182014,87665562
87182014,87665620
87182055,85000109
87182055,87181016
87182055,87181131
87182055,87181289
87182055,87182014
87182055,87182055
87182055,87182063
87182055,87182071
87182055,87182089
87182055,87182105
87182055,87182113
87182055,87182139
87182055,87182329
87182055,87182337
87182055,87182402
87182055,87182410
87182055,87182550
87182055,87182568
87182055,87182576
87182055,87182584
87182055,87182592
87182055,87182600
87182055,87182618
87182055,87182626
87182055,87182634
87182055,87182642
87182055,87182667
87182055,87182691
87182055,87182709
87182055,87182717
87182055,87182725
87182055,87182881
87182055,87187930
87182055,87212027
87182055,87212258
87182055,87212266
87182055,87214056
87182055,87214122
87182055,87214148
87182055,87472605
87182063,80144139
87182063,80144154
87182063,85000109
87182063,87113001
87182063,87116137
87182063,87118000
87182063,87118158
87182063,87118190
87182063,87118257
87182063,87118299
87182063,87142000
87182063,87142091
87182063,87142125
87182063,87144279
87182063,87144287
87182063,87181016
87182063,87181040
87182063,87181065
87182063,87181131
87182063,87181289
87182063,87182014
87182063,87182055
87182063,87182063
87182063,87182071
87182063,87182089
87182063,87182105
87182063,87182113
87182063,87182139
87182063,87182196
87182063,87182204
87182063,87182238
87182063,87182253
87182063,87182329
87182063,87182337
87182063,87182402
87182063,87182410
87182063,87182550
87182063,87182568
87182063,87182576
87182063,87182584
87182063,87182592
87182063,87182600
87182063,87182618
87182063,87182626
87182063,87182634
87182063,87182642
87182063,87182667
87182063,87182691
87182063,87182709
87182063,87182717
87182063,87182725
87182063,87182840
87182063,87182881
87182063,87184002
87182063,87184267
87182063,87184275
87182063,87185009
87182063,87185249
87182063,87187930
87182063,87212027
87182063,87212258
87182063,87212266
87182063,87214056
87182063,87214122
87182063,87214148
87182063,87462085
87182063,87472605
87182063,87654558
87182063,87654574
87182063,87659854
87182063,87659862
87182063,87659870
87182063,87659888
87182063,87659896
87182063,87659904
87182063,87659912
87182063,87659920
87182063,87659938
87182063,87659946
87182063,87659953
87182063,87659961
87182063,87659979
87182063,87659987
87182063,87659995
87182063,87713008
87182063,87713040
87182063,87713859
87182063,87746479
87182063,87746701
87182063,87746719
87182063,87746727
87182063,87746735
87182063,87746743
87182063,87746750
87182063,87746768
87182063,87746776
87182063,87746784
87182063,87746818
87182063,87746826
87182063,87746834
87182063,87746842
87182063,87746859
87182063,87746867
87182063,87746875
87182063,87746883
87182071,85000109
87182071,87181016
87182071,87182014
87182071,87182055
87182071,87182063
87182071,87182071
87182071,87182089
87182071,87182105
87182071,87182113
87182071,87182139
87182071,87182329
87182071,87182337
87182071,87182667
87182071,87182691
87182071,87182709
87182071,87182717
87182071,87182725
87182071,87187930
87182071,87212027
87182071,87212258
87182071,87212266
87182071,87214056
87182071,87214122
87182071,87214148
87182089,85000109
87182089,87181016
87182089,87182014
87182089,87182055
87182089,87182063
87182089,87182071
87182089,87182089
87182089,87182105
87182089,87182113
87182089,87182139
87182089,87182329
87182089,87182337
87182089,87182667
87182089,87182691
87182089,87182709
87182089,87182717
87182089,87182725
87182089,87187930
87182089,87212027
87182089,87212258
87182089,87212266
87182089,87214056
87182089,87214122
87182089,87214148
87182089,87659854
87182089,87659862
87182089,87659870
87182105,85000109
87182105,87181016
87182105,87182014
87182105,87182055
87182105,87182063
87182105,87182071
87182105,87182089
87182105,87182105
87182105,87182113
87182105,87182139
87182105,87182329
87182105,87182337
87182105,87182667
87182105,87182691
87182105,87182709
87182105,87182717
87182105,87182725
87182105,87187930
87182105,87212027
87182105,87212258
87182105,87212266
87182105,87214056
87182105,87214122
87182105,87214148
87182113,85000109
87182113,87181016
87182113,87182014
87182113,87182055
87182113,87182063
87182113,87182071
87182113,87182089
87182113,87182105
87182113,87182113
87182113,87182139
87182113,87182329
87182113,87182337
87182113,87182667
87182113,87182691
87182113,87182709
87182113,87182717
87182113,87182725
87182113,87187930
87182113,87212027
87182113,87212258
87182113,87212266
87182113,87214056
87182113,87214122
87182113,87214148
87182139,85000109
87182139,87181016
87182139,87182014
87182139,87182055
87182139,87182063
87182139,87182071
87182139,87182089
87182139,87182105
87182139,87182113
87182139,87182139
87182139,87182329
87182139,87182337
87182139,87182667
87182139,87182691
87182139,87182709
87182139,87182717
87182139,87182725
87182139,87187930
87182139,87212027
87182139,87212258
87182139,87212266
87182139,87214056
87182139,87214122
87182139,87214148
87182139,87659854
87182139,87659862
87182139,87659870
87182196,87181040
87182196,87181065
87182196,87182063
87182196,87182196
87182196,87182204
87182196,87182238
87182196,87182253
87182196,87184002
87182196,87184267
87182196,87184275
87182196,87462085
87182196,87746479
87182196,87746701
87182196,87746719
87182196,87746727
87182196,87746735
87182196,87746743
87182196,87746750
87182196,87746768
87182196,87746776
87182196,87746784
87182196,87746818
87182196,87746826
87182196,87746834
87182196,87746842
87182196,87746859
87182196,87746867
87182196,87746875
87182196,87746883
87182204,87181040
87182204,87181065
87182204,87182063
87182204,87182196
87182204,87182204
87182204,87182238
87182204,87182253
87182204,87184002
87182204,87184267
87182204,87184275
87182204,87462085
87182204,87746479
87182204,87746701
87182204,87746719
87182204,87746727
87182204,87746735
87182204,87746743
87182204,87746750
87182204,87746768
87182204,87746776
87182204,87746784
87182204,87746818
87182204,87746826
87182204,87746834
87182204,87746842
87182204,87746859
87182204,87746867
87182204,87746875
87182204,87746883
87182238,87113001
87182238,87116137
87182238,87118000
87182238,87118158
87182238,87118190
87182238,87118257
87182238,87118299
87182238,87142000
87182238,87142091
87182238,87142125
87182238,87144279
87182238,87144287
87182238,87181040
87182238,87181065
87182238,87182063
87182238,87182196
87182238,87182204
87182238,87182238
87182238,87182253
87182238,87184002
87182238,87184267
87182238,87184275
87182238,87185009
87182238,87185249
87182238,87462085
87182238,87654558
87182238,87654574
87182238,87713008
87182238,87713040
87182238,87713859
87182238,87746479
87182238,87746701
87182238,87746719
87182238,87746727
87182238,87746735
87182238,87746743
87182238,87746750
87182238,87746768
87182238,87746776
87182238,87746784
87182238,87746818
87182238,87746826
87182238,87746834
87182238,87746842
87182238,87746859
87182238,87746867
87182238,87746875
87182238,87746883
87182253,87181040
87182253,87181065
87182253,87182063
87182253,87182196
87182253,87182204
87182253,87182238
87182253,87182253
87182253,87184002
87182253,87184267
87182253,87184275
87182253,87462085
87182253,87654558
87182253,87654574
87182253,87746479
87182253,87746701
87182253,87746719
87182253,87746727
87182253,87746735
87182253,87746743
87182253,87746750
87182253,87746768
87182253,87746776
87182253,87746784
87182253,87746818
87182253,87746826
87182253,87746834
87182253,87746842
87182253,87746859
87182253,87746867
87182253,87746875
87182253,87746883
87182279,-
87182329,85000109
87182329,87181016
87182329,87182014
87182329,87182055
87182329,87182063
87182329,87182071
87182329,87182089
87182329,87182105
87182329,87182113
87182329,87182139
87182329,87182329
87182329,87182337
87182329,87182667
87182329,87182691
87182329,87182709
87182329,87182717
87182329,87182725
87182329,87187930
87182329,87212027
87182329,87212258
87182329,87212266
87182329,87214056
87182329,87214122
87182329,87214148
87182329,87654475
87182329,87654541
87182337,85000109
87182337,87181016
87182337,87182014
87182337,87182055
87182337,87182063
87182337,87182071
87182337,87182089
87182337,87182105
87182337,87182113
87182337,87182139
87182337,87182329
87182337,87182337
87182337,87182667
87182337,87182691
87182337,87182709
87182337,87182717
87182337,87182725
87182337,87187930
87182337,87212027
87182337,87212258
87182337,87212266
87182337,87214056
87182337,87214122
87182337,87214148
87182337,87654475
87182337,87654541
87182345,87181222
87182345,87181552
87182345,87182014
87182345,87182345
87182345,87182352
87182345,87182360
87182345,87182378
87182345,87182386
87182345,87182394
87182345,87182543
87182345,87182659
87182345,87182733
87182345,87182816
87182345,87303875
87182345,87386540
87182345,87402297
87182352,87181222
87182352,87181552
87182352,87182014
87182352,87182345
87182352,87182352
87182352,87182360
87182352,87182378
87182352,87182386
87182352,87182394
87182352,87182543
87182352,87182659
87182352,87182733
87182352,87182816
87182352,87303875
87182352,87386540
87182352,87402297
87182360,87181222
87182360,87181552
87182360,87182014
87182360,87182345
87182360,87182352
87182360,87182360
87182360,87182378
87182360,87182386
87182360,87182394
87182360,87182543
87182360,87182659
87182360,87182733
87182360,87182816
87182360,87303875
87182360,87386540
87182360,87402297
87182378,87181222
87182378,87181552
87182378,87182014
87182378,87182345
87182378,87182352
87182378,87182360
87182378,87182378
87182378,87182386
87182378,87182394
87182378,87182543
87182378,87182659
87182378,87182733
87182378,87182816
87182378,87303875
87182378,87386540
87182378,87402297
87182386,87181222
87182386,87181552
87182386,87182014
87182386,87182345
87182386,87182352
87182386,87182360
87182386,87182378
87182386,87182386
87182386,87182394
87182386,87182543
87182386,87182659
87182386,87182733
87182386,87182816
87182386,87303875
87182386,87386540
87182386,87402297
87182394,87181222
87182394,87181552
87182394,87182014
87182394,87182345
87182394,87182352
87182394,87182360
87182394,87182378
87182394,87182386
87182394,87182394
87182394,87182543
87182394,87182659
87182394,87182733
87182394,87182816
87182394,87303875
87182394,87386540
87182394,87402297
87182394,87665240
87182394,87665331
87182394,87665356
87182394,87665380
87182394,87665455
87182394,87665463
87182394,87665471
87182394,87665489
87182394,87665505
87182394,87665513
87182394,87665562
87182394,87665620
87182402,87181131
87182402,87181289
87182402,87182055
87182402,87182063
87182402,87182402
87182402,87182410
87182402,87182550
87182402,87182568
87182402,87182576
87182402,87182584
87182402,87182592
87182402,87182600
87182402,87182618
87182402,87182626
87182402,87182634
87182402,87182642
87182402,87182667
87182402,87182881
87182402,87472605
87182410,87181131
87182410,87181289
87182410,87182055
87182410,87182063
87182410,87182402
87182410,87182410
87182410,87182550
87182410,87182568
87182410,87182576
87182410,87182584
87182410,87182592
87182410,87182600
87182410,87182618
87182410,87182626
87182410,87182634
87182410,87182642
87182410,87182667
87182410,87182881
87182410,87472605
87182410,87472639
87182410,87533596
87182410,87533612
87182410,87533620
87182410,87533638
87182410,87533646
87182410,87533653
87182410,87533661
87182410,87534321
87182410,87534339
87182410,87534347
87182410,87641688
87182410,87641696
87182410,87641902
87182410,87641910
87182410,87641928
87182410,87641936
87182410,87641944
87182410,87641951
87182410,87641969
87182410,87641977
87182410,87641985
87182410,87641993
87182410,87642009
87182410,87642017
87182410,87642025
87182410,87642033
87182410,87642041
87182410,87642058
87182410,87642066
87182410,87642074
87182410,87642116
87182410,87642124
87182410,87642132
87182410,87642140
87182410,87642157
87182410,87659888
87182410,87659896
87182410,87659904
87182410,87659912
87182410,87659920
87182410,87659938
87182410,87659946
87182410,87659953
87182410,87659961
87182410,87659979
87182410,87659987
87182410,87659995
87182543,87181222
87182543,87181552
87182543,87182014
87182543,87182345
87182543,87182352
87182543,87182360
87182543,87182378
87182543,87182386
87182543,87182394
87182543,87182543
87182543,87182659
87182543,87182733
87182543,87182816
87182543,87303875
87182543,87386540
87182543,87402297
87182550,87181131
87182550,87181289
87182550,87182055
87182550,87182063
87182550,87182402
87182550,87182410
87182550,87182550
87182550,87182568
87182550,87182576
87182550,87182584
87182550,87182592
87182550,87182600
87182550,87182618
87182550,87182626
87182550,87182634
87182550,87182642
87182550,87182667
87182550,87182881
87182550,87472605
87182550,87472639
87182550,87533596
87182550,87533612
87182550,87533620
87182550,87533638
87182550,87533646
87182550,87533653
87182550,87533661
87182550,87534321
87182550,87534339
87182550,87534347
87182568,87181131
87182568,87181289
87182568,87182055
87182568,87182063
87182568,87182402
87182568,87182410
87182568,87182550
87182568,87182568
87182568,87182576
87182568,87182584
87182568,87182592
87182568,87182600
87182568,87182618
87182568,87182626
87182568,87182634
87182568,87182642
87182568,87182667
87182568,87182881
87182568,87472605
87182568,87472639
87182568,87533596
87182568,87533612
87182568,87533620
87182568,87533638
87182568,87533646
87182568,87533653
87182568,87533661
87182568,87534321
87182568,87534339
87182568,87534347
87182568,87659888
87182568,87659896
87182568,87659904
87182568,87659912
87182568,87659920
87182568,87659938
87182568,87659946
87182568,87659953
87182568,87659961
87182568,87659979
87182568,87659987
87182568,87659995
87182576,87181131
87182576,87181289
87182576,87182055
87182576,87182063
87182576,87182402
87182576,87182410
87182576,87182550
87182576,87182568
87182576,87182576
87182576,87182584
87182576,87182592
87182576,87182600
87182576,87182618
87182576,87182626
87182576,87182634
87182576,87182642
87182576,87182667
87182576,87182881
87182576,87472605
87182584,87181131
87182584,87181289
87182584,87182055
87182584,87182063
87182584,87182402
87182584,87182410
87182584,87182550
87182584,87182568
87182584,87182576
87182584,87182584
87182584,87182592
87182584,87182600
87182584,87182618
87182584,87182626
87182584,87182634
87182584,87182642
87182584,87182667
